Address:,USB0::0x0957::0x17BC::MY60101365::0::INSTR,,Time (s),Minimum(1) (V)
Model:,MSO-X 4154A,,2022-11-23 15:31:14.740,-0.042223
Serial Number:,MY60101365,,2022-11-23 15:31:15.241,-0.00875
Firmware Version:,<Unknown Revision>,,2022-11-23 15:31:15.741,-0.035528
Start Time:,2022-11-23 15:31:14.740,,2022-11-23 15:31:16.240,-0.010424
Stop Time:,2022-11-23 15:41:16.662,,2022-11-23 15:31:16.741,-0.047244
Sample Period:,0.5,,2022-11-23 15:31:19.489,-0.047244
,,,2022-11-23 15:31:19.489,-0.047244
,,,2022-11-23 15:31:19.489,-0.047244
,,,2022-11-23 15:31:19.490,-0.047244
,,,2022-11-23 15:31:19.490,-0.020465
,,,2022-11-23 15:31:19.741,-0.028834
,,,2022-11-23 15:31:20.240,-0.02716
,,,2022-11-23 15:31:20.740,-0.022139
,,,2022-11-23 15:31:21.241,-0.020465
,,,2022-11-23 15:31:21.741,-0.032181
,,,2022-11-23 15:31:22.241,-0.050591
,,,2022-11-23 15:31:22.740,-0.028834
,,,2022-11-23 15:31:23.240,-0.013771
,,,2022-11-23 15:31:23.740,-0.02716
,,,2022-11-23 15:31:24.241,-0.028834
,,,2022-11-23 15:31:24.741,-0.033855
,,,2022-11-23 15:31:25.241,-0.022139
,,,2022-11-23 15:31:25.741,-0.035528
,,,2022-11-23 15:31:26.241,-0.015445
,,,2022-11-23 15:31:26.741,-0.018792
,,,2022-11-23 15:31:27.241,-0.040549
,,,2022-11-23 15:31:27.741,-0.02716
,,,2022-11-23 15:31:28.241,-0.037202
,,,2022-11-23 15:31:28.741,-0.052265
,,,2022-11-23 15:31:29.241,-0.033855
,,,2022-11-23 15:31:29.741,-0.028834
,,,2022-11-23 15:31:30.241,-0.02716
,,,2022-11-23 15:31:30.741,-0.020465
,,,2022-11-23 15:31:31.241,-0.023813
,,,2022-11-23 15:31:31.741,-0.035528
,,,2022-11-23 15:31:32.241,-0.028834
,,,2022-11-23 15:31:32.741,-0.020465
,,,2022-11-23 15:31:33.241,-0.017118
,,,2022-11-23 15:31:33.741,-0.035528
,,,2022-11-23 15:31:34.241,-0.02716
,,,2022-11-23 15:31:34.740,-0.047244
,,,2022-11-23 15:31:35.240,-0.037202
,,,2022-11-23 15:31:35.740,-0.028834
,,,2022-11-23 15:31:36.240,-0.015445
,,,2022-11-23 15:31:36.741,-0.06398
,,,2022-11-23 15:31:37.241,-0.025486
,,,2022-11-23 15:31:37.741,-0.033855
,,,2022-11-23 15:31:38.241,-0.070675
,,,2022-11-23 15:31:38.742,-0.042223
,,,2022-11-23 15:31:39.241,-0.02716
,,,2022-11-23 15:31:39.740,-0.060633
,,,2022-11-23 15:31:40.240,-0.038876
,,,2022-11-23 15:31:40.741,-0.025486
,,,2022-11-23 15:31:41.240,-0.022139
,,,2022-11-23 15:31:41.740,-0.035528
,,,2022-11-23 15:31:42.241,-0.020465
,,,2022-11-23 15:31:42.740,-0.042223
,,,2022-11-23 15:31:43.240,-0.035528
,,,2022-11-23 15:31:43.740,-0.065654
,,,2022-11-23 15:31:44.240,-0.042223
,,,2022-11-23 15:31:44.742,-0.048917
,,,2022-11-23 15:31:45.241,-0.020465
,,,2022-11-23 15:31:45.741,-0.033855
,,,2022-11-23 15:31:46.240,-0.020465
,,,2022-11-23 15:31:46.740,-0.018792
,,,2022-11-23 15:31:47.242,-0.035528
,,,2022-11-23 15:31:47.741,-0.033855
,,,2022-11-23 15:31:48.241,-0.020465
,,,2022-11-23 15:31:48.741,-0.033855
,,,2022-11-23 15:31:49.240,-0.017118
,,,2022-11-23 15:31:49.740,-0.042223
,,,2022-11-23 15:31:50.242,-0.038876
