Address:,USB0::0x0957::0x17BC::MY60101365::0::INSTR,,Time (s),Minimum(1) (V)
Model:,MSO-X 4154A,,2022-11-23 16:08:21.678,-0.023813
Serial Number:,MY60101365,,2022-11-23 16:08:22.179,-0.048917
Firmware Version:,07.31.2020012900,,2022-11-23 16:08:22.678,-0.042223
Start Time:,2022-11-23 16:08:21.678,,2022-11-23 16:08:23.178,-0.04557
Stop Time:,2022-11-23 16:18:21.678,,2022-11-23 16:08:23.678,-0.022139
Sample Period:,0.5,,2022-11-23 16:08:24.178,-0.013771
,,,2022-11-23 16:08:24.678,-0.035528
,,,2022-11-23 16:08:25.179,-0.028834
,,,2022-11-23 16:08:25.678,-0.037202
,,,2022-11-23 16:08:26.178,-0.028834
,,,2022-11-23 16:08:26.678,-0.010424
,,,2022-11-23 16:08:27.179,-0.048917
,,,2022-11-23 16:08:27.679,-0.028834
,,,2022-11-23 16:08:28.178,-0.013771
,,,2022-11-23 16:08:28.678,-0.023813
,,,2022-11-23 16:08:29.179,-0.028834
,,,2022-11-23 16:08:29.680,-0.035528
,,,2022-11-23 16:08:30.180,-0.067327
,,,2022-11-23 16:08:30.680,-0.00875
,,,2022-11-23 16:08:31.180,-0.033855
,,,2022-11-23 16:08:31.679,-0.013771
,,,2022-11-23 16:08:32.179,-0.012097
,,,2022-11-23 16:08:32.680,-0.048917
,,,2022-11-23 16:08:33.179,-0.02716
,,,2022-11-23 16:08:33.679,-0.035528
,,,2022-11-23 16:08:34.178,-0.040549
,,,2022-11-23 16:08:34.679,-0.048917
,,,2022-11-23 16:08:35.179,-0.013771
,,,2022-11-23 16:08:35.679,-0.035528
,,,2022-11-23 16:08:36.178,-0.013771
,,,2022-11-23 16:08:36.679,-0.020465
,,,2022-11-23 16:08:37.179,-0.013771
,,,2022-11-23 16:08:37.680,-0.028834
,,,2022-11-23 16:08:38.179,-0.010424
,,,2022-11-23 16:08:38.678,-0.022139
,,,2022-11-23 16:08:39.179,-0.028834
,,,2022-11-23 16:08:39.680,-0.035528
,,,2022-11-23 16:08:40.179,-0.018792
,,,2022-11-23 16:08:40.679,-0.00875
,,,2022-11-23 16:08:41.178,-0.028834
,,,2022-11-23 16:08:41.679,-0.033855
,,,2022-11-23 16:08:42.179,-0.020465
,,,2022-11-23 16:08:42.679,-0.010424
,,,2022-11-23 16:08:43.178,-0.013771
,,,2022-11-23 16:08:43.679,-0.04557
,,,2022-11-23 16:08:44.180,-0.058959
,,,2022-11-23 16:08:44.680,-0.015445
,,,2022-11-23 16:08:45.178,-0.028834
,,,2022-11-23 16:08:45.678,-0.018792
,,,2022-11-23 16:08:46.180,-0.023813
,,,2022-11-23 16:08:46.679,-0.022139
,,,2022-11-23 16:08:47.179,-0.015445
,,,2022-11-23 16:08:47.679,-0.020465
,,,2022-11-23 16:08:48.178,-0.018792
,,,2022-11-23 16:08:48.679,-0.015445
,,,2022-11-23 16:08:49.179,-0.028834
,,,2022-11-23 16:08:49.679,-0.047244
,,,2022-11-23 16:08:50.179,-0.035528
,,,2022-11-23 16:08:50.678,-0.013771
,,,2022-11-23 16:08:51.180,-0.015445
,,,2022-11-23 16:08:51.679,-0.020465
,,,2022-11-23 16:08:52.180,-0.015445
,,,2022-11-23 16:08:52.679,-0.022139
,,,2022-11-23 16:08:53.177,-0.030507
,,,2022-11-23 16:08:53.678,-0.033855
,,,2022-11-23 16:08:54.179,-0.020465
,,,2022-11-23 16:08:54.680,-0.02716
,,,2022-11-23 16:08:55.179,-0.030507
,,,2022-11-23 16:08:55.679,-0.048917
,,,2022-11-23 16:08:56.179,-0.023813
,,,2022-11-23 16:08:56.678,-0.022139
,,,2022-11-23 16:08:57.179,-0.062306
,,,2022-11-23 16:08:57.679,-0.028834
,,,2022-11-23 16:08:58.178,-0.023813
,,,2022-11-23 16:08:58.679,-0.018792
,,,2022-11-23 16:08:59.179,-0.015445
,,,2022-11-23 16:08:59.680,-0.013771
,,,2022-11-23 16:09:00.180,-0.00875
,,,2022-11-23 16:09:00.678,-0.070675
,,,2022-11-23 16:09:01.178,-0.013771
,,,2022-11-23 16:09:01.678,-0.042223
,,,2022-11-23 16:09:02.178,-0.02716
,,,2022-11-23 16:09:02.678,-0.013771
,,,2022-11-23 16:09:03.179,-0.013771
,,,2022-11-23 16:09:03.678,-0.02716
,,,2022-11-23 16:09:04.178,-0.030507
,,,2022-11-23 16:09:04.678,-0.057286
,,,2022-11-23 16:09:05.179,-0.022139
,,,2022-11-23 16:09:05.680,-0.042223
,,,2022-11-23 16:09:06.178,-0.047244
,,,2022-11-23 16:09:06.678,-0.038876
,,,2022-11-23 16:09:07.179,-0.02716
,,,2022-11-23 16:09:07.679,-0.013771
,,,2022-11-23 16:09:08.179,-0.035528
,,,2022-11-23 16:09:08.678,-0.028834
,,,2022-11-23 16:09:09.179,-0.020465
,,,2022-11-23 16:09:09.679,-0.010424
,,,2022-11-23 16:09:10.179,-0.013771
,,,2022-11-23 16:09:10.679,-0.037202
,,,2022-11-23 16:09:11.179,-0.020465
,,,2022-11-23 16:09:11.681,-0.018792
,,,2022-11-23 16:09:12.180,-0.015445
,,,2022-11-23 16:09:12.679,-0.028834
,,,2022-11-23 16:09:13.178,-0.012097
,,,2022-11-23 16:09:13.678,-0.013771
,,,2022-11-23 16:09:14.178,-0.047244
,,,2022-11-23 16:09:14.678,-0.030507
,,,2022-11-23 16:09:15.178,-0.010424
,,,2022-11-23 16:09:15.678,-0.020465
,,,2022-11-23 16:09:16.178,-0.020465
,,,2022-11-23 16:09:16.678,-0.022139
,,,2022-11-23 16:09:17.178,-0.015445
,,,2022-11-23 16:09:17.678,-0.038876
,,,2022-11-23 16:09:18.178,-0.022139
,,,2022-11-23 16:09:18.678,-0.015445
,,,2022-11-23 16:09:19.178,-0.033855
,,,2022-11-23 16:09:19.678,-0.015445
,,,2022-11-23 16:09:20.179,-0.040549
,,,2022-11-23 16:09:20.679,-0.020465
,,,2022-11-23 16:09:21.178,-0.00875
,,,2022-11-23 16:09:21.680,-0.00875
,,,2022-11-23 16:09:22.180,-0.020465
,,,2022-11-23 16:09:22.680,-0.04557
,,,2022-11-23 16:09:23.179,-0.013771
,,,2022-11-23 16:09:23.679,-0.050591
,,,2022-11-23 16:09:24.179,-0.025486
,,,2022-11-23 16:09:24.680,-0.028834
,,,2022-11-23 16:09:25.181,-0.013771
,,,2022-11-23 16:09:25.678,-0.020465
,,,2022-11-23 16:09:26.179,-0.015445
,,,2022-11-23 16:09:26.680,-0.037202
,,,2022-11-23 16:09:27.179,-0.017118
,,,2022-11-23 16:09:27.680,-0.018792
,,,2022-11-23 16:09:28.179,-0.020465
,,,2022-11-23 16:09:28.680,-0.035528
,,,2022-11-23 16:09:29.178,-0.010424
,,,2022-11-23 16:09:29.679,-0.013771
