Address:,TCPIP0::192.168.1.2::inst0::INSTR,,Time (s),X at Max Y(4),X at Max Y(1)
,,,2022-12-13 14:08:59.411,4.2E-09,3.54E-08
,,,2022-12-13 14:08:59.910,-9.3E-08,5.92E-08
,,,2022-12-13 14:09:00.410,-5.2E-09,4.3E-08
,,,2022-12-13 14:09:00.911,4.98E-08,-8.3E-08
,,,2022-12-13 14:09:01.410,4.24E-08,4.46E-08
,,,2022-12-13 14:09:01.911,4.28E-08,3.86E-08
,,,2022-12-13 14:09:02.410,4.36E-08,3.46E-08
,,,2022-12-13 14:09:02.912,-2.9E-08,3.4E-08
,,,2022-12-13 14:09:03.411,5.16E-08,3.06E-08
,,,2022-12-13 14:09:03.910,4.04E-08,3.9E-08
,,,2022-12-13 14:09:04.410,3.76E-08,5.4E-09
,,,2022-12-13 14:09:04.911,5E-08,3.42E-08
,,,2022-12-13 14:09:05.410,6.12E-08,3.72E-08
,,,2022-12-13 14:09:05.910,4.5E-08,3.86E-08
,,,2022-12-13 14:09:06.410,4.3E-08,3.5E-08
,,,2022-12-13 14:09:06.910,5.94E-08,4.06E-08
,,,2022-12-13 14:09:07.410,5.58E-08,-8.28E-08
,,,2022-12-13 14:09:07.911,-9.3E-08,-1.6E-08
,,,2022-12-13 14:09:08.410,5.32E-08,8E-10
,,,2022-12-13 14:09:08.909,5.4E-08,3.94E-08
,,,2022-12-13 14:09:09.409,4.98E-08,3.62E-08
,,,2022-12-13 14:09:09.910,-9E-08,3.32E-08
,,,2022-12-13 14:09:10.409,4.68E-08,3.98E-08
,,,2022-12-13 14:09:10.909,1.6E-08,3.32E-08
,,,2022-12-13 14:09:11.410,5.16E-08,3.82E-08
,,,2022-12-13 14:09:11.910,-9.68E-08,3.64E-08
,,,2022-12-13 14:09:12.409,-7.12E-08,3.9E-08
,,,2022-12-13 14:09:12.910,4.34E-08,3.46E-08
,,,2022-12-13 14:09:13.410,-4.8E-09,3.64E-08
,,,2022-12-13 14:09:13.910,2.3E-08,3.28E-08
,,,2022-12-13 14:09:14.410,4.68E-08,7.6E-09
,,,2022-12-13 14:09:14.910,-3.02E-08,2.22E-08
,,,2022-12-13 14:09:15.410,2.1E-08,7.26E-08
,,,2022-12-13 14:09:15.910,-3.3E-08,4.72E-08
,,,2022-12-13 14:09:16.410,3.6E-08,3.44E-08
,,,2022-12-13 14:09:16.909,9.64E-08,4.5E-08
,,,2022-12-13 14:09:17.409,-4.9E-08,3.4E-08
,,,2022-12-13 14:09:17.910,5.94E-08,3.32E-08
,,,2022-12-13 14:09:18.410,6.78E-08,-6.9E-08
,,,2022-12-13 14:09:18.909,4.2E-08,-1E-07
,,,2022-12-13 14:09:19.408,-3.66E-08,3.72E-08
,,,2022-12-13 14:09:19.908,-1.08E-08,3.56E-08
,,,2022-12-13 14:09:20.408,5.58E-08,-9.62E-08
,,,2022-12-13 14:09:20.908,-2.16E-08,3.34E-08
,,,2022-12-13 14:09:21.408,-9.16E-08,-5.26E-08
,,,2022-12-13 14:09:21.908,-8.38E-08,4.56E-08
,,,2022-12-13 14:09:22.408,-4.9E-08,7.62E-08
,,,2022-12-13 14:09:22.909,4.32E-08,3.42E-08
,,,2022-12-13 14:09:23.409,6.28E-08,3.26E-08
,,,2022-12-13 14:09:23.909,4.24E-08,3.66E-08
,,,2022-12-13 14:09:24.409,-4.52E-08,3.54E-08
,,,2022-12-13 14:09:24.909,4.16E-08,3.4E-08
,,,2022-12-13 14:09:25.410,4.56E-08,3.8E-08
,,,2022-12-13 14:09:25.910,8.54E-08,2.54E-08
,,,2022-12-13 14:09:26.411,3.42E-08,3.64E-08
,,,2022-12-13 14:09:26.911,-4.14E-08,3.54E-08
,,,2022-12-13 14:09:27.409,4.2E-08,6.5E-08
,,,2022-12-13 14:09:27.909,8.4E-08,3.28E-08
,,,2022-12-13 14:09:28.409,-9.08E-08,3.88E-08
,,,2022-12-13 14:09:28.909,-1E-07,4.3E-08
,,,2022-12-13 14:09:29.410,-7.48E-08,3.62E-08
,,,2022-12-13 14:09:29.911,-8.58E-08,3.26E-08
,,,2022-12-13 14:09:30.410,-9.16E-08,3.42E-08
,,,2022-12-13 14:09:30.910,-9.6E-08,3.52E-08
,,,2022-12-13 14:09:31.409,4.96E-08,4.1E-08
,,,2022-12-13 14:09:31.909,-6.12E-08,3.4E-08
,,,2022-12-13 14:09:32.409,-9.82E-08,4.16E-08
,,,2022-12-13 14:09:32.909,4.78E-08,4.7E-08
,,,2022-12-13 14:09:33.409,-8.6E-09,3.4E-08
,,,2022-12-13 14:09:33.909,4.78E-08,4.22E-08
,,,2022-12-13 14:09:34.408,-9.76E-08,4.04E-08
,,,2022-12-13 14:09:34.910,-4.46E-08,1.04E-08
,,,2022-12-13 14:09:35.410,6.2E-08,3.5E-08
,,,2022-12-13 14:09:35.912,-1.4E-08,8E-09
,,,2022-12-13 14:09:36.409,-8.64E-08,3.64E-08
,,,2022-12-13 14:09:36.909,-3.26E-08,3.58E-08
,,,2022-12-13 14:09:37.409,5.28E-08,3.92E-08
,,,2022-12-13 14:09:37.910,4.82E-08,3.72E-08
,,,2022-12-13 14:09:38.411,-1.22E-08,4.16E-08
,,,2022-12-13 14:09:38.912,5E-08,3.6E-08
,,,2022-12-13 14:09:39.412,-9.08E-08,-9.44E-08
,,,2022-12-13 14:09:39.909,8E-08,3.12E-08
,,,2022-12-13 14:09:40.411,-4.92E-08,3.66E-08
,,,2022-12-13 14:09:40.911,4.04E-08,-7.64E-08
,,,2022-12-13 14:09:41.412,7.26E-08,3.46E-08
,,,2022-12-13 14:09:41.909,-1.9E-08,3.84E-08
,,,2022-12-13 14:09:42.411,4.1E-08,-7.22E-08
,,,2022-12-13 14:09:42.911,-3.4E-08,5.48E-08
,,,2022-12-13 14:09:43.411,4.42E-08,3.66E-08
,,,2022-12-13 14:09:43.911,1.82E-08,3.54E-08
,,,2022-12-13 14:09:44.410,-9.4E-08,3.58E-08
,,,2022-12-13 14:09:44.910,4.04E-08,3.94E-08
,,,2022-12-13 14:09:45.409,-3.32E-08,-9.52E-08
,,,2022-12-13 14:09:45.910,4.84E-08,-4.6E-09
,,,2022-12-13 14:09:46.410,-1E-07,7.5E-08
,,,2022-12-13 14:09:46.911,1.8E-08,3.22E-08
,,,2022-12-13 14:09:47.409,-3.2E-08,3.98E-08
,,,2022-12-13 14:09:47.910,-3.1E-08,3.14E-08
