Address:,TCPIP0::192.168.1.2::inst0::INSTR,,Analog Channels,,
Model:,MSO-X 4154A,,Time (s),1 (VOLT),
Serial Number:,MY60101365,,-5E-07,0.00177050905767828,
Firmware Version:,07.31.2020012900,,-4.99E-07,0.00210523698478937,
Start Time:,2022-12-08 14:58:27.120,,-4.98E-07,0.00143578113056719,
Capture#:,141,,-4.97E-07,0.00177050905767828,
,,,-4.96E-07,0.00210523698478937,
Analog Sample Count:,1000,,-4.95E-07,0.00210523698478937,
Function Sample Count:,0,,-4.94E-07,0.00177050905767828,
Waveform Memory Sample Count:,0,,-4.93E-07,0.00177050905767828,
Digital Sample Count:,0,,-4.92E-07,0.00143578113056719,
,,,-4.91E-07,0.00177050905767828,
Setup Text Information:,,,-4.9E-07,0.00210523698478937,
ANALOG,,,-4.89E-07,0.0011010532034561,
Channel 1,,,-4.88E-07,0.00177050905767828,
Scale,10 mV/,,-4.87E-07,0.00143578113056719,
Pos,20.85 mV,,-4.86E-07,0.00177050905767828,
Coup,,,-4.85E-07,0.00143578113056719,
BW,Off,,-4.84E-07,0.00143578113056719,
Inv,Off,,-4.83E-07,0.0011010532034561,
Imp,50 Ohm,,-4.82E-07,0.00177050905767828,
Trace Label,1,,-4.81E-07,0.0011010532034561,
Probe,1,,-4.8E-07,0.00177050905767828,
Skew,0 s,,-4.79E-07,0.00143578113056719,
,,,-4.78E-07,0.00143578113056719,
MATH,,,-4.77E-07,0.0011010532034561,
REFERENCE WAVEFORM,,,-4.76E-07,0.00143578113056719,
DIGITAL,,,-4.75E-07,0.0011010532034561,
TRIGGER,,,-4.74E-07,0.00143578113056719,
Sweep Mode,AUTO,,-4.73E-07,0.00143578113056719,
Coup,DC,,-4.72E-07,0.00143578113056719,
Noise Rej,Off,,-4.71E-07,0.00143578113056719,
HF Rej,Off,,-4.7E-07,0.00143578113056719,
Holdoff,40.0 ns,,-4.69E-07,0.00210523698478937,
Mode,EDGE,,-4.68E-07,0.00210523698478937,
