Address:,USB0::0x0957::0x17BC::MY60101365::0::INSTR,,Analog Channels,,,
Model:,MSO-X 4154A,,Time (s),1 (VOLT),2 (VOLT),
Serial Number:,MY60101365,,-1.25E-08,-0.00345113314688206,0.198741102823988,
Firmware Version:,07.31.2020012900,,-1.21875E-08,0.0132852643728256,0.198908466845751,
Start Time:,2023-04-12 12:43:16.560,,-1.1875E-08,-0.0201875306665897,0.198908466845751,
Capture#:,39,,-1.15625E-08,-0.0201875306665897,0.198762023326708,
,,,-1.125E-08,0.046758059412241,0.198573738802224,
Analog Sample Count:,640,,-1.09375E-08,0.0174693637527525,0.198908466845751,
Function Sample Count:,0,,-1.0625E-08,-0.0201875306665897,0.198908466845751,
Waveform Memory Sample Count:,0,,-1.03125E-08,0.0132852643728256,0.198720182321267,
Digital Sample Count:,0,,-1E-08,0.046758059412241,0.198573738802224,
,,,-9.6875E-09,0.0279296122025698,0.198908466845751,
Setup Text Information:,,,-9.375E-09,0.0132852643728256,0.198741102823988,
ANALOG,,,-9.0625E-09,0.0802308544516563,0.198741102823988,
Channel 1,,,-8.75E-09,0.0802308544516563,0.198814324583509,
Scale,1 V/,,-8.4375E-09,0.113703649491072,0.198908466845751,
Pos,2.825 V,,-8.125E-09,0.096967251971364,0.198741102823988,
Coup,,,-7.8125E-09,0.0802308544516563,0.199075830867514,
BW,Off,,-7.5E-09,0.113703649491072,0.19887708609167,
Inv,Off,,-7.1875E-09,0.0802308544516563,0.198741102823988,
Imp,1M Ohm,,-6.875E-09,0.0990593016613275,0.198741102823988,
Trace Label,1,,-6.5625E-09,0.113703649491072,0.198741102823988,
Probe,1,,-6.25E-09,0.113703649491072,0.198741102823988,
Skew,0 s,,-5.9375E-09,0.147176444530487,0.198741102823988,
,,,-5.625E-09,0.147176444530487,0.198741102823988,
Channel 2,,,-5.3125E-09,0.161820792360231,0.198573738802224,
Scale,5 mV/,,-5E-09,0.180649239569902,0.198741102823988,
Pos,190.88 mV,,-4.6875E-09,0.180649239569902,0.198835245086229,
Coup,,,-4.375E-09,0.247594829648733,0.198908466845751,
BW,Off,,-4.0625E-09,0.247594829648733,0.198741102823988,
Inv,Off,,-3.75E-09,0.247594829648733,0.198908466845751,
Imp,1M Ohm,,-3.4375E-09,0.247594829648733,0.198573738802224,
Trace Label,2,,-3.125E-09,0.281067624688149,0.198657420813106,
Probe,1,,-2.8125E-09,0.314540419727564,0.198741102823988,
Skew,0 s,,-2.5E-09,0.348013214766979,0.198741102823988,
,,,-2.1875E-09,0.381486009806395,0.198741102823988,
MATH,,,-1.875E-09,0.381486009806395,0.198573738802224,
REFERENCE WAVEFORM,,,-1.5625E-09,0.41495880484581,0.198709722069907,
DIGITAL,,,-1.25E-09,0.481904394924641,0.198908466845751,
TRIGGER,,,-9.37499999999999E-10,0.467260047094896,0.198741102823988,
Sweep Mode,AUTO,,-6.24999999999999E-10,0.448431599885225,0.198741102823988,
Coup,DC,,-3.12499999999999E-10,0.548849985003471,0.198646960561746,
Noise Rej,Off,,0,0.548849985003471,0.198573738802224,
HF Rej,Off,,3.125E-10,0.565586382523179,0.198908466845751,
Holdoff,40.0 ns,,6.25000000000001E-10,0.582322780042887,0.198741102823988,
Mode,EDGE,,9.37500000000001E-10,0.582322780042887,0.198908466845751,
Source,CHAN1,,1.25E-09,0.682741165161133,0.198751563075348,
Slope,POS,,1.5625E-09,0.716213960200548,0.198573738802224,
Level,437.5 mV V,,1.875E-09,0.745502655860037,0.198908466845751,
,,,2.1875E-09,0.783159550279379,0.198908466845751,
HORIZONTAL,,,2.5E-09,0.816632345318794,0.198803864332149,
Mode,MAIN,,2.8125E-09,0.883577935397625,0.198741102823988,
Ref,CENT,,3.125E-09,0.902406382607296,0.198573738802224,
Main Scale,20 ns/,,3.4375E-09,0.91705073043704,0.198741102823988,
Main Delay,88 ns,,3.75E-09,0.91705073043704,0.198573738802224,
,,,4.0625E-09,1.0509419105947,0.198646960561746,
ACQUISITION,,,4.375E-09,1.08441470563412,0.198741102823988,
Mode,HRES,,4.6875E-09,1.09905905346386,0.198741102823988,
RealTime,On,,5E-09,1.11788750067353,0.198741102823988,
Vectors,On,,5.3125E-09,1.15136029571295,0.198835245086229,
Persistence,Off,,5.625E-09,1.21830588579178,0.198908466845751,
,,,5.9375E-09,1.31872427091002,0.198908466845751,
MEASUREMENTS,,,6.25E-09,1.33127656904981,0.198573738802224,
X at Max Y(4),,,6.5625E-09,1.35219706594944,0.198908466845751,
Cur,No signal,,6.875E-09,1.41914265602827,0.198908466845751,
Mean,,,7.1875E-09,1.38566986098886,0.198908466845751,
Min,,,7.5E-09,1.45470750075765,0.198908466845751,
Max,,,7.8125E-09,1.51956104114652,0.198741102823988,
Std Dev,,,8.125E-09,1.58650663122535,0.198908466845751,
Count,0,,8.4375E-09,1.61997942626476,0.198908466845751,
,,,8.75E-09,1.65345222130418,0.198908466845751,
X at Max Y(1),,,9.0625E-09,1.69529321510345,0.198908466845751,
Cur,3.41E-08 ,,9.375E-09,1.75387060642242,0.198573738802224,
Mean,35 n,,9.6875E-09,1.78734340146184,0.198751563075348,
Min,33 n,,1E-08,1.82081619650126,0.198908466845751,
Max,38 n,,1.03125E-08,1.89403793564998,0.198908466845751,
Std Dev,8 n,,1.0625E-08,1.95470737665892,0.198908466845751,
Count,1010,,1.09375E-08,1.98818017169833,0.198741102823988,
,,,1.125E-08,2.02165296673775,0.198814324583509,
Minimum(4),,,1.15625E-08,2.05512576177716,0.198908466845751,
Cur,No signal,,1.1875E-08,2.08441445743665,0.199075830867514,
Mean,,,1.21875E-08,2.12207135185599,0.199075830867514,
Min,,,1.25E-08,2.15554414689541,0.198971228353912,
Max,,,1.28125E-08,2.18901694193482,0.198908466845751,
Std Dev,,,1.3125E-08,2.2078453891445,0.198908466845751,
Count,0,,1.34375E-08,2.22248973697424,0.198908466845751,
,,,1.375E-08,2.28943532705307,0.198908466845751,
Minimum(1),,,1.40625E-08,2.32290812209249,0.198908466845751,
Cur,-0.0871 V,,1.4375E-08,2.38985371217132,0.198908466845751,
Mean,-69 mV,,1.46875E-08,2.38985371217132,0.198908466845751,
Min,-121 mV,,1.5E-08,2.38985371217132,0.198908466845751,
Max,-54 mV,,1.53125E-08,2.42332650721073,0.198803864332149,
Std Dev,17 mV,,1.5625E-08,2.52374489232898,0.198741102823988,
Count,1010,,1.59375E-08,2.52374489232898,0.198741102823988,
,,,1.625E-08,2.54884948860854,0.198908466845751,
Maximum(1),,,1.65625E-08,2.59069048240781,0.198741102823988,
Cur,3.7288 V,,1.6875E-08,2.65763607248664,0.198908466845751,
Mean,3.746 V,,1.71875E-08,2.65763607248664,0.199075830867514,
Min,3.695 V,,1.75E-08,2.69110886752605,0.198741102823988,
Max,3.796 V,,1.78125E-08,2.72458166256547,0.198908466845751,
Std Dev,17 mV,,1.8125E-08,2.65763607248664,0.199243194889277,
Count,1010,,1.84375E-08,2.75805445760489,0.199243194889277,
,,,1.875E-08,2.7915272526443,0.199243194889277,
Maximum(4),,,1.90625E-08,2.7915272526443,0.198741102823988,
Cur,No signal,,1.9375E-08,2.7915272526443,0.198908466845751,
Mean,,,1.96875E-08,2.85847284272313,0.198908466845751,
Min,,,2E-08,2.85847284272313,0.198908466845751,
Max,,,2.03125E-08,2.89403768745251,0.198741102823988,
Std Dev,,,2.0625E-08,2.92541843280196,0.199075830867514,
Count,0,,2.09375E-08,2.95889122784138,0.198908466845751,
,,,2.125E-08,2.95889122784138,0.198824784834869,
Amplitude(2),,,2.15625E-08,2.99236402288079,0.198741102823988,
Cur,0.0114644 V,,2.1875E-08,3.02165271854028,0.199075830867514,
Mean,11 mV,,2.21875E-08,3.05930961295962,0.198908466845751,
Min,10 mV,,2.25E-08,3.02583681792021,0.198803864332149,
Max,13 mV,,2.28125E-08,3.05930961295962,0.198741102823988,
Std Dev,558 µV,,2.3125E-08,3.09696650737897,0.198908466845751,
Count,1010,,2.34375E-08,3.12625520303845,0.198908466845751,
,,,2.375E-08,3.12625520303845,0.198908466845751,
Base(2),,,2.40625E-08,3.15972799807787,0.198908466845751,
Cur,0.1875277 V,,2.4375E-08,3.19320079311728,0.198908466845751,
Mean,187 mV,,2.46875E-08,3.20784514094703,0.198908466845751,
Min,186 mV,,2.5E-08,3.2266735881567,0.199075830867514,
