Address:,USB0::0x0957::0x17BC::MY60101365::0::INSTR,,Analog Channels,,,
Model:,MSO-X 4154A,,Time (s),1 (VOLT),2 (VOLT),
Serial Number:,MY60101365,,-1.25E-08,-0.0201875306665897,0.198156377999112,
Firmware Version:,07.31.2020012900,,-1.21875E-08,0.0802308544516563,0.198156377999112,
Start Time:,2023-04-12 12:57:34.226,,-1.1875E-08,0.0404819103423506,0.198323742020875,
Capture#:,64,,-1.15625E-08,0.0132852643728256,0.198156377999112,
,,,-1.125E-08,0.0132852643728256,0.198491106042638,
Analog Sample Count:,640,,-1.09375E-08,0.046758059412241,0.198407424031757,
Function Sample Count:,0,,-1.0625E-08,0.0132852643728256,0.198323742020875,
Waveform Memory Sample Count:,0,,-1.03125E-08,0.0132852643728256,0.198491106042638,
Digital Sample Count:,0,,-1E-08,0.0132852643728256,0.198323742020875,
,,,-9.6875E-09,0.046758059412241,0.198417884283117,
Setup Text Information:,,,-9.375E-09,0.046758059412241,0.198491106042638,
ANALOG,,,-9.0625E-09,0.046758059412241,0.198491106042638,
Channel 1,,,-8.75E-09,0.046758059412241,0.198323742020875,
Scale,1 V/,,-8.4375E-09,0.046758059412241,0.198156377999112,
Pos,2.825 V,,-8.125E-09,0.0802308544516563,0.198313281769515,
Coup,,,-7.8125E-09,0.046758059412241,0.198491106042638,
BW,Off,,-7.5E-09,0.096967251971364,0.198323742020875,
Inv,Off,,-7.1875E-09,0.147176444530487,0.198491106042638,
Imp,1M Ohm,,-6.875E-09,0.147176444530487,0.19858524830488,
Trace Label,1,,-6.5625E-09,0.113703649491072,0.198658470064402,
Probe,1,,-6.25E-09,0.147176444530487,0.198323742020875,
Skew,0 s,,-5.9375E-09,0.159728742670268,0.198323742020875,
,,,-5.625E-09,0.180649239569902,0.198323742020875,
Channel 2,,,-5.3125E-09,0.180649239569902,0.198323742020875,
Scale,5 mV/,,-5E-09,0.180649239569902,0.198323742020875,
Pos,190.63 mV,,-4.6875E-09,0.19738563708961,0.198323742020875,
Coup,,,-4.375E-09,0.214122034609318,0.198156377999112,
BW,Off,,-4.0625E-09,0.247594829648733,0.198323742020875,
Inv,Off,,-3.75E-09,0.214122034609318,0.198323742020875,
Imp,1M Ohm,,-3.4375E-09,0.247594829648733,0.198323742020875,
Trace Label,2,,-3.125E-09,0.262239177478477,0.198491106042638,
Probe,1,,-2.8125E-09,0.281067624688149,0.198323742020875,
Skew,0 s,,-2.5E-09,0.314540419727564,0.198229599758633,
,,,-2.1875E-09,0.348013214766979,0.198156377999112,
MATH,,,-1.875E-09,0.36684166197665,0.198323742020875,
REFERENCE WAVEFORM,,,-1.5625E-09,0.381486009806395,0.198323742020875,
DIGITAL,,,-1.25E-09,0.41495880484581,0.198491106042638,
TRIGGER,,,-9.37499999999999E-10,0.481904394924641,0.198491106042638,
Sweep Mode,AUTO,,-6.24999999999999E-10,0.481904394924641,0.198491106042638,
Coup,DC,,-3.12499999999999E-10,0.496548742754385,0.198658470064402,
Noise Rej,Off,,0,0.515377189964056,0.198491106042638,
HF Rej,Off,,3.125E-10,0.615795575082302,0.198386503529036,
Holdoff,40.0 ns,,6.25000000000001E-10,0.615795575082302,0.198323742020875,
Mode,EDGE,,9.37500000000001E-10,0.655544519191608,0.198323742020875,
Source,CHAN1,,1.25E-09,0.682741165161133,0.198491106042638,
Slope,POS,,1.5625E-09,0.716213960200548,0.198491106042638,
Level,437.5 mV V,,1.875E-09,0.783159550279379,0.198407424031757,
,,,2.1875E-09,0.816632345318794,0.198323742020875,
HORIZONTAL,,,2.5E-09,0.833368742838502,0.198323742020875,
Mode,MAIN,,2.8125E-09,0.85010514035821,0.198658470064402,
Ref,CENT,,3.125E-09,0.91705073043704,0.198658470064402,
Main Scale,20 ns/,,3.4375E-09,0.983996320515871,0.198658470064402,
Main Delay,88 ns,,3.75E-09,1.01746911555529,0.198491106042638,
,,,4.0625E-09,1.04466576152481,0.198491106042638,
ACQUISITION,,,4.375E-09,1.08441470563412,0.198491106042638,
Mode,HRES,,4.6875E-09,1.11788750067353,0.198396963780397,
RealTime,On,,5E-09,1.15136029571295,0.198323742020875,
Vectors,On,,5.3125E-09,1.18692514044233,0.198323742020875,
Persistence,Off,,5.625E-09,1.21830588579178,0.198323742020875,
,,,5.9375E-09,1.25177868083119,0.198491106042638,
MEASUREMENTS,,,6.25E-09,1.31872427091002,0.198491106042638,
X at Max Y(4),,,6.5625E-09,1.35219706594944,0.198491106042638,
Cur,No signal,,6.875E-09,1.39613010943867,0.198491106042638,
Mean,,,7.1875E-09,1.45261545106769,0.198323742020875,
Min,,,7.5E-09,1.4860882461071,0.198407424031757,
Max,,,7.8125E-09,1.51956104114652,0.198491106042638,
Std Dev,,,8.125E-09,1.5948748299852,0.198491106042638,
Count,0,,8.4375E-09,1.65345222130418,0.198323742020875,
,,,8.75E-09,1.68692501634359,0.198156377999112,
X at Max Y(1),,,9.0625E-09,1.72039781138301,0.198302821518155,
Cur,3.38E-08 ,,9.375E-09,1.72039781138301,0.198491106042638,
Mean,35 n,,9.6875E-09,1.78315930208191,0.198491106042638,
