Address:,USB0::0x0957::0x17BC::MY60101365::0::INSTR,,Time (s),Maximum(1) (V),Maximum(4) (V)
Model:,MSO-X 4154A,,2022-10-26 13:45:22.196,0.025139,0.006025
Serial Number:,MY60101365,,2022-10-26 13:45:22.819,0.029826,0.008033
Firmware Version:,07.31.2020012900,,2022-10-26 13:45:23.481,0.027817,0.006025
Start Time:,2022-10-26 13:45:22.196,,2022-10-26 13:45:24.164,0.027817,0.006025
Stop Time:,2022-10-26 13:55:22.055,,2022-10-26 13:45:24.845,0.026478,0.006025
Sample Period:,0.5,,2022-10-26 13:45:25.512,0.027817,0.006025
,,,2022-10-26 13:45:26.171,0.021792,0.006025
,,,2022-10-26 13:45:26.826,0.026478,0.004686
,,,2022-10-26 13:45:27.483,0.021792,0.006695
,,,2022-10-26 13:45:28.157,0.02447,0.007364
,,,2022-10-26 13:45:28.815,0.02447,0.005356
,,,2022-10-26 13:45:29.477,0.02447,0.004686
,,,2022-10-26 13:45:30.133,0.027148,0.005356
,,,2022-10-26 13:45:30.777,0.027817,0.007364
,,,2022-10-26 13:45:31.434,0.021123,0.006025
,,,2022-10-26 13:45:32.086,0.027817,0.008703
,,,2022-10-26 13:45:32.748,0.02447,0.005356
,,,2022-10-26 13:45:33.415,0.028487,0.008033
,,,2022-10-26 13:45:34.088,0.027817,0.006025
,,,2022-10-26 13:45:34.767,0.023131,0.007364
,,,2022-10-26 13:45:35.427,0.027817,0.005356
,,,2022-10-26 13:45:36.083,0.023131,0.005356
,,,2022-10-26 13:45:36.742,0.026478,0.006025
,,,2022-10-26 13:45:37.397,0.02447,0.006025
,,,2022-10-26 13:45:38.049,0.023131,0.006695
,,,2022-10-26 13:45:38.707,0.026478,0.006025
,,,2022-10-26 13:45:39.351,0.023131,0.006025
,,,2022-10-26 13:45:40.001,0.025809,0.006695
,,,2022-10-26 13:45:40.656,0.025139,0.006025
,,,2022-10-26 13:45:41.308,0.023131,0.006025
,,,2022-10-26 13:45:41.958,0.026478,0.005356
,,,2022-10-26 13:45:42.608,0.0238,0.005356
,,,2022-10-26 13:45:43.253,0.02447,0.006695
,,,2022-10-26 13:45:43.894,0.027817,0.006025
,,,2022-10-26 13:45:44.559,0.027148,0.008703
,,,2022-10-26 13:45:45.211,0.027148,0.008703
,,,2022-10-26 13:45:45.860,0.026478,0.006695
,,,2022-10-26 13:45:46.502,0.022462,0.006695
,,,2022-10-26 13:45:47.146,0.022462,0.005356
,,,2022-10-26 13:45:47.806,0.025139,0.008033
,,,2022-10-26 13:45:48.460,0.023131,0.006695
,,,2022-10-26 13:45:49.121,0.02447,0.006695
,,,2022-10-26 13:45:49.785,0.025139,0.008033
,,,2022-10-26 13:45:50.440,0.026478,0.007364
,,,2022-10-26 13:45:51.086,0.025139,0.006695
,,,2022-10-26 13:45:51.738,0.033173,0.007364
,,,2022-10-26 13:45:52.393,0.025809,0.006695
,,,2022-10-26 13:45:53.056,0.020453,0.006025
,,,2022-10-26 13:45:53.710,0.0238,0.006025
,,,2022-10-26 13:45:54.361,0.027148,0.006695
,,,2022-10-26 13:45:55.026,0.027817,0.006025
,,,2022-10-26 13:45:55.673,0.025809,0.008033
,,,2022-10-26 13:45:56.329,0.02447,0.006025
,,,2022-10-26 13:45:56.989,0.026478,0.008033
,,,2022-10-26 13:45:57.649,0.021792,0.006695
,,,2022-10-26 13:45:58.305,0.025139,0.008033
,,,2022-10-26 13:45:58.960,0.026478,0.007364
,,,2022-10-26 13:45:59.601,0.025139,0.006695
,,,2022-10-26 13:46:00.253,0.023131,0.006025
,,,2022-10-26 13:46:00.902,0.023131,0.006025
,,,2022-10-26 13:46:01.568,0.025809,0.005356
,,,2022-10-26 13:46:02.219,0.029156,0.005356
,,,2022-10-26 13:46:02.879,0.025809,0.006025
,,,2022-10-26 13:46:03.540,0.02447,0.006025
,,,2022-10-26 13:46:04.195,0.028487,0.006695
,,,2022-10-26 13:46:04.842,0.021792,0.006695
,,,2022-10-26 13:46:05.500,0.025139,0.007364
,,,2022-10-26 13:46:06.167,0.026478,0.006025
,,,2022-10-26 13:46:06.824,0.02447,0.006025
,,,2022-10-26 13:46:07.481,0.02447,0.006695
,,,2022-10-26 13:46:08.143,0.021792,0.005356
,,,2022-10-26 13:46:08.800,0.025139,0.007364
,,,2022-10-26 13:46:09.463,0.025139,0.007364
,,,2022-10-26 13:46:10.118,0.022462,0.006025
,,,2022-10-26 13:46:10.782,0.02447,0.006695
,,,2022-10-26 13:46:11.434,0.025139,0.006695
,,,2022-10-26 13:46:12.090,0.02447,0.006695
,,,2022-10-26 13:46:12.746,0.025809,0.006025
,,,2022-10-26 13:46:13.417,0.0238,0.005356
,,,2022-10-26 13:46:14.064,0.025139,0.008033
,,,2022-10-26 13:46:14.725,0.027817,0.006025
,,,2022-10-26 13:46:15.389,0.025139,0.007364
,,,2022-10-26 13:46:16.045,0.025809,0.009372
,,,2022-10-26 13:46:16.707,0.025139,0.006695
,,,2022-10-26 13:46:17.347,0.027148,0.007364
,,,2022-10-26 13:46:18.029,0.0238,0.005356
,,,2022-10-26 13:46:18.693,0.028487,0.006695
,,,2022-10-26 13:46:19.350,0.025139,0.007364
,,,2022-10-26 13:46:20.013,0.025139,0.006025
,,,2022-10-26 13:46:20.663,0.027148,0.006695
,,,2022-10-26 13:46:21.344,0.026478,0.005356
,,,2022-10-26 13:46:22.003,0.026478,0.006025
,,,2022-10-26 13:46:22.659,0.028487,0.006025
,,,2022-10-26 13:46:23.320,0.02447,0.007364
,,,2022-10-26 13:46:23.964,0.02447,0.006025
,,,2022-10-26 13:46:24.627,0.027817,0.006695
,,,2022-10-26 13:46:25.277,0.025139,0.006695
,,,2022-10-26 13:46:25.940,0.025809,0.005356
,,,2022-10-26 13:46:26.588,0.028487,0.006695
,,,2022-10-26 13:46:27.239,0.0238,0.009372
,,,2022-10-26 13:46:27.896,0.021123,0.006025
,,,2022-10-26 13:46:28.559,0.0238,0.006025
,,,2022-10-26 13:46:29.218,0.026478,0.005356
,,,2022-10-26 13:46:29.880,0.02447,0.008033
,,,2022-10-26 13:46:30.541,0.0238,0.006025
,,,2022-10-26 13:46:31.194,0.025809,0.005356
,,,2022-10-26 13:46:31.839,0.026478,0.005356
,,,2022-10-26 13:46:32.504,0.0238,0.006025
,,,2022-10-26 13:46:33.172,0.027817,0.006025
,,,2022-10-26 13:46:33.847,0.021123,0.007364
,,,2022-10-26 13:46:34.504,0.021792,0.005356
,,,2022-10-26 13:46:35.164,0.021123,0.008033
,,,2022-10-26 13:46:35.823,0.023131,0.005356
,,,2022-10-26 13:46:36.493,0.022462,0.006025
,,,2022-10-26 13:46:37.140,0.029156,0.005356
,,,2022-10-26 13:46:37.801,0.025809,0.007364
,,,2022-10-26 13:46:38.454,0.026478,0.005356
,,,2022-10-26 13:46:39.118,0.031164,0.006025
,,,2022-10-26 13:46:39.773,0.0238,0.007364
,,,2022-10-26 13:46:40.431,0.026478,0.006025
,,,2022-10-26 13:46:41.089,0.025139,0.006695
,,,2022-10-26 13:46:41.747,0.022462,0.006025
,,,2022-10-26 13:46:42.402,0.025139,0.006695
,,,2022-10-26 13:46:43.068,0.021792,0.005356
,,,2022-10-26 13:46:43.726,0.0238,0.005356
,,,2022-10-26 13:46:44.386,0.021123,0.006695
,,,2022-10-26 13:46:45.055,0.025139,0.006025
,,,2022-10-26 13:46:45.713,0.025139,0.008033
,,,2022-10-26 13:46:46.371,0.027148,0.005356
,,,2022-10-26 13:46:47.029,0.029156,0.006695
,,,2022-10-26 13:46:47.703,0.026478,0.006025
,,,2022-10-26 13:46:48.362,0.027148,0.007364
,,,2022-10-26 13:46:49.019,0.026478,0.006025
,,,2022-10-26 13:46:49.681,0.02447,0.005356
,,,2022-10-26 13:46:50.336,0.023131,0.005356
,,,2022-10-26 13:46:50.992,0.025809,0.006695
,,,2022-10-26 13:46:51.642,0.027148,0.007364
,,,2022-10-26 13:46:52.294,0.0238,0.005356
,,,2022-10-26 13:46:52.941,0.025809,0.006025
,,,2022-10-26 13:46:53.601,0.025139,0.007364
,,,2022-10-26 13:46:54.258,0.026478,0.006025
,,,2022-10-26 13:46:54.929,0.025139,0.006695
,,,2022-10-26 13:46:55.591,0.028487,0.005356
,,,2022-10-26 13:46:56.356,0.027817,0.006025
,,,2022-10-26 13:46:57.015,0.026478,0.006025
,,,2022-10-26 13:46:57.678,0.027148,0.007364
,,,2022-10-26 13:46:58.333,0.026478,0.007364
,,,2022-10-26 13:46:58.994,0.026478,0.006025
,,,2022-10-26 13:46:59.650,0.0238,0.006025
,,,2022-10-26 13:47:00.307,0.026478,0.006695
,,,2022-10-26 13:47:00.972,0.025139,0.006695
,,,2022-10-26 13:47:01.631,0.027817,0.008033
,,,2022-10-26 13:47:02.282,0.027817,0.006025
,,,2022-10-26 13:47:02.943,0.028487,0.006025
,,,2022-10-26 13:47:03.599,0.02447,0.005356
,,,2022-10-26 13:47:04.258,0.027817,0.006025
,,,2022-10-26 13:47:04.922,0.02447,0.006695
