Address:,USB0::0x0957::0x17BC::MY60101365::0::INSTR,,Time (s),Minimum(4) (V)
Model:,MSO-X 4154A,,2022-11-24 10:18:56.620,-0.005021
Serial Number:,MY60101365,,2022-11-24 10:18:57.122,-0.010042
Firmware Version:,07.31.2020012900,,2022-11-24 10:18:57.621,-0.011715
Start Time:,2022-11-24 10:18:56.620,,2022-11-24 10:18:58.121,-0.031799
Stop Time:,2022-11-24 10:28:56.620,,2022-11-24 10:18:58.620,-0.011715
Sample Period:,0.5,,2022-11-24 10:18:59.121,-0.016736
,,,2022-11-24 10:18:59.621,-0.03682
,,,2022-11-24 10:19:00.121,-0.011715
,,,2022-11-24 10:19:00.620,-0.010042
,,,2022-11-24 10:19:01.121,-0.010042
,,,2022-11-24 10:19:01.621,-0.023431
,,,2022-11-24 10:19:02.121,-0.006695
,,,2022-11-24 10:19:02.621,-0.023431
,,,2022-11-24 10:19:03.120,-0.038494
,,,2022-11-24 10:19:03.620,-0.023431
,,,2022-11-24 10:19:04.119,-0.040167
,,,2022-11-24 10:19:04.619,-0.01841
,,,2022-11-24 10:19:05.118,-0.011715
,,,2022-11-24 10:19:05.618,-0.048536
,,,2022-11-24 10:19:06.119,-0.023431
,,,2022-11-24 10:19:06.619,-0.01841
,,,2022-11-24 10:19:07.119,-0.01841
,,,2022-11-24 10:19:07.619,-0.011715
,,,2022-11-24 10:19:08.119,-0.013389
,,,2022-11-24 10:19:08.620,-0.020084
,,,2022-11-24 10:19:09.120,-0.020084
,,,2022-11-24 10:19:09.619,-0.026778
,,,2022-11-24 10:19:10.119,-0.01841
,,,2022-11-24 10:19:10.619,-0.025105
,,,2022-11-24 10:19:11.119,-0.013389
,,,2022-11-24 10:19:11.620,-0.030126
,,,2022-11-24 10:19:12.119,-0.016736
,,,2022-11-24 10:19:12.620,-0.025105
,,,2022-11-24 10:19:13.121,-0.011715
,,,2022-11-24 10:19:13.621,-0.016736
,,,2022-11-24 10:19:14.120,-0.016736
,,,2022-11-24 10:19:14.621,-0.016736
,,,2022-11-24 10:19:15.121,-0.031799
,,,2022-11-24 10:19:15.620,-0.03682
,,,2022-11-24 10:19:16.121,-0.01841
,,,2022-11-24 10:19:16.620,-0.006695
,,,2022-11-24 10:19:17.121,-0.016736
,,,2022-11-24 10:19:17.620,-0.006695
,,,2022-11-24 10:19:18.119,-0.020084
,,,2022-11-24 10:19:18.619,-0.040167
,,,2022-11-24 10:19:19.119,-0.01841
,,,2022-11-24 10:19:19.619,-0.008368
,,,2022-11-24 10:19:20.120,-0.031799
,,,2022-11-24 10:19:20.621,-0.013389
,,,2022-11-24 10:19:21.121,-0.026778
,,,2022-11-24 10:19:21.622,-0.015063
,,,2022-11-24 10:19:22.121,-0.011715
,,,2022-11-24 10:19:22.621,-0.013389
,,,2022-11-24 10:19:23.121,-0.038494
,,,2022-11-24 10:19:23.621,-0.045188
,,,2022-11-24 10:19:24.121,-0.015063
,,,2022-11-24 10:19:24.621,-0.013389
,,,2022-11-24 10:19:25.121,-0.011715
,,,2022-11-24 10:19:25.620,-0.025105
,,,2022-11-24 10:19:26.121,-0.010042
,,,2022-11-24 10:19:26.620,-0.026778
,,,2022-11-24 10:19:27.122,-0.015063
,,,2022-11-24 10:19:27.621,-0.025105
,,,2022-11-24 10:19:28.122,-0.020084
,,,2022-11-24 10:19:28.619,-0.01841
,,,2022-11-24 10:19:29.120,-0.016736
,,,2022-11-24 10:19:29.621,-0.011715
,,,2022-11-24 10:19:30.121,-0.01841
,,,2022-11-24 10:19:30.621,-0.01841
,,,2022-11-24 10:19:31.120,-0.010042
,,,2022-11-24 10:19:31.621,-0.010042
,,,2022-11-24 10:19:32.121,-0.025105
,,,2022-11-24 10:19:32.620,-0.031799
,,,2022-11-24 10:19:33.121,-0.031799
,,,2022-11-24 10:19:33.621,-0.026778
,,,2022-11-24 10:19:34.120,-0.006695
,,,2022-11-24 10:19:34.621,-0.041841
,,,2022-11-24 10:19:35.121,-0.040167
,,,2022-11-24 10:19:35.620,-0.025105
,,,2022-11-24 10:19:36.120,-0.01841
,,,2022-11-24 10:19:36.621,-0.013389
,,,2022-11-24 10:19:37.121,-0.011715
,,,2022-11-24 10:19:37.620,-0.010042
,,,2022-11-24 10:19:38.121,-0.030126
,,,2022-11-24 10:19:38.620,-0.016736
,,,2022-11-24 10:19:39.120,-0.033473
,,,2022-11-24 10:19:39.620,-0.031799
,,,2022-11-24 10:19:40.121,-0.015063
,,,2022-11-24 10:19:40.621,-0.010042
,,,2022-11-24 10:19:41.120,-0.010042
,,,2022-11-24 10:19:41.621,-0.016736
,,,2022-11-24 10:19:42.120,-0.01841
,,,2022-11-24 10:19:42.620,-0.026778
,,,2022-11-24 10:19:43.120,-0.006695
,,,2022-11-24 10:19:43.620,-0.01841
,,,2022-11-24 10:19:44.121,-0.023431
,,,2022-11-24 10:19:44.620,-0.020084
,,,2022-11-24 10:19:45.120,-0.03682
,,,2022-11-24 10:19:45.620,-0.013389
,,,2022-11-24 10:19:46.121,-0.01841
,,,2022-11-24 10:19:46.620,-0.01841
,,,2022-11-24 10:19:47.121,-0.015063
,,,2022-11-24 10:19:47.621,-0.010042
,,,2022-11-24 10:19:48.119,-0.023431
,,,2022-11-24 10:19:48.620,-0.040167
,,,2022-11-24 10:19:49.122,-0.021757
,,,2022-11-24 10:19:49.620,-0.010042
,,,2022-11-24 10:19:50.120,-0.011715
,,,2022-11-24 10:19:50.620,-0.013389
,,,2022-11-24 10:19:51.120,-0.023431
,,,2022-11-24 10:19:51.620,-0.01841
,,,2022-11-24 10:19:52.120,-0.031799
,,,2022-11-24 10:19:52.621,-0.028452
,,,2022-11-24 10:19:53.121,-0.026778
,,,2022-11-24 10:19:53.620,-0.016736
,,,2022-11-24 10:19:54.120,-0.015063
,,,2022-11-24 10:19:54.620,-0.010042
,,,2022-11-24 10:19:55.120,-0.020084
,,,2022-11-24 10:19:55.622,-0.01841
,,,2022-11-24 10:19:56.120,-0.006695
,,,2022-11-24 10:19:56.619,-0.006695
,,,2022-11-24 10:19:57.119,-0.026778
,,,2022-11-24 10:19:57.621,-0.031799
,,,2022-11-24 10:19:58.122,-0.020084
,,,2022-11-24 10:19:58.620,-0.041841
,,,2022-11-24 10:19:59.121,-0.010042
,,,2022-11-24 10:19:59.622,-0.010042
,,,2022-11-24 10:20:00.121,-0.031799
,,,2022-11-24 10:20:00.622,-0.038494
,,,2022-11-24 10:20:01.120,-0.011715
,,,2022-11-24 10:20:01.620,-0.035146
,,,2022-11-24 10:20:02.120,-0.011715
,,,2022-11-24 10:20:02.620,-0.006695
,,,2022-11-24 10:20:03.121,-0.041841
,,,2022-11-24 10:20:03.621,-0.01841
,,,2022-11-24 10:20:04.120,-0.025105
,,,2022-11-24 10:20:04.620,-0.011715
,,,2022-11-24 10:20:05.121,-0.01841
,,,2022-11-24 10:20:05.620,-0.030126
,,,2022-11-24 10:20:06.120,-0.013389
,,,2022-11-24 10:20:06.621,-0.016736
,,,2022-11-24 10:20:07.121,-0.010042
,,,2022-11-24 10:20:07.621,-0.020084
,,,2022-11-24 10:20:08.120,-0.020084
,,,2022-11-24 10:20:08.620,-0.013389
,,,2022-11-24 10:20:09.119,-0.01841
,,,2022-11-24 10:20:09.620,-0.038494
,,,2022-11-24 10:20:10.120,-0.023431
,,,2022-11-24 10:20:10.622,-0.033473
,,,2022-11-24 10:20:11.122,-0.011715
,,,2022-11-24 10:20:11.622,-0.016736
,,,2022-11-24 10:20:12.121,-0.011715
,,,2022-11-24 10:20:12.622,-0.011715
,,,2022-11-24 10:20:13.121,-0.010042
,,,2022-11-24 10:20:13.620,-0.01841
,,,2022-11-24 10:20:14.122,-0.020084
,,,2022-11-24 10:20:14.622,-0.031799
,,,2022-11-24 10:20:15.121,-0.021757
,,,2022-11-24 10:20:15.622,-0.021757
,,,2022-11-24 10:20:16.121,-0.01841
,,,2022-11-24 10:20:16.621,-0.026778
,,,2022-11-24 10:20:17.121,-0.015063
,,,2022-11-24 10:20:17.621,-0.010042
,,,2022-11-24 10:20:18.121,-0.01841
,,,2022-11-24 10:20:18.621,-0.013389
,,,2022-11-24 10:20:19.121,-0.006695
,,,2022-11-24 10:20:19.620,-0.026778
,,,2022-11-24 10:20:20.120,-0.033473
,,,2022-11-24 10:20:20.621,-0.011715
,,,2022-11-24 10:20:21.122,-0.011715
,,,2022-11-24 10:20:21.620,-0.023431
,,,2022-11-24 10:20:22.120,-0.023431
,,,2022-11-24 10:20:22.620,-0.010042
,,,2022-11-24 10:20:23.121,-0.023431
,,,2022-11-24 10:20:23.620,-0.013389
,,,2022-11-24 10:20:24.120,-0.01841
,,,2022-11-24 10:20:24.621,-0.006695
,,,2022-11-24 10:20:25.121,-0.011715
,,,2022-11-24 10:20:25.621,-0.021757
,,,2022-11-24 10:20:26.121,-0.025105
,,,2022-11-24 10:20:26.621,-0.031799
,,,2022-11-24 10:20:27.121,-0.016736
,,,2022-11-24 10:20:27.622,-0.006695
,,,2022-11-24 10:20:28.120,-0.046862
,,,2022-11-24 10:20:28.621,-0.010042
,,,2022-11-24 10:20:29.120,-0.016736
,,,2022-11-24 10:20:29.620,-0.01841
,,,2022-11-24 10:20:30.120,-0.015063
,,,2022-11-24 10:20:30.621,-0.028452
,,,2022-11-24 10:20:31.120,-0.010042
,,,2022-11-24 10:20:31.621,-0.016736
,,,2022-11-24 10:20:32.120,-0.010042
,,,2022-11-24 10:20:32.621,-0.011715
,,,2022-11-24 10:20:33.121,-0.016736
,,,2022-11-24 10:20:33.621,-0.010042
,,,2022-11-24 10:20:34.121,-0.011715
,,,2022-11-24 10:20:34.620,-0.011715
,,,2022-11-24 10:20:35.120,-0.011715
,,,2022-11-24 10:20:35.621,-0.015063
,,,2022-11-24 10:20:36.121,-0.008368
,,,2022-11-24 10:20:36.620,-0.005021
,,,2022-11-24 10:20:37.121,-0.025105
,,,2022-11-24 10:20:37.621,-0.026778
,,,2022-11-24 10:20:38.120,-0.01841
,,,2022-11-24 10:20:38.620,-0.025105
,,,2022-11-24 10:20:39.120,-0.011715
,,,2022-11-24 10:20:39.621,-0.026778
,,,2022-11-24 10:20:40.119,-0.033473
,,,2022-11-24 10:20:40.620,-0.016736
,,,2022-11-24 10:20:41.121,-0.026778
,,,2022-11-24 10:20:41.622,-0.048536
,,,2022-11-24 10:20:42.119,-0.016736
,,,2022-11-24 10:20:42.620,-0.016736
,,,2022-11-24 10:20:43.120,-0.011715
,,,2022-11-24 10:20:43.620,-0.008368
,,,2022-11-24 10:20:44.120,-0.033473
,,,2022-11-24 10:20:44.620,-0.015063
,,,2022-11-24 10:20:45.120,-0.01841
,,,2022-11-24 10:20:45.620,-0.011715
,,,2022-11-24 10:20:46.120,-0.010042
,,,2022-11-24 10:20:46.620,-0.025105
,,,2022-11-24 10:20:47.120,-0.011715
