Address:,USB0::0x0957::0x17BC::MY60101365::0::INSTR,,Time (s),Minimum(4) (V)
Model:,MSO-X 4154A,,2022-11-15 14:05:30.410,-0.102092
Serial Number:,MY60101365,,2022-11-15 14:05:30.910,-0.068619
Firmware Version:,07.31.2020012900,,2022-11-15 14:05:31.409,-0.075314
Start Time:,2022-11-15 14:05:30.410,,2022-11-15 14:05:31.909,-0.090377
Stop Time:,2022-11-15 14:15:30.410,,2022-11-15 14:05:32.409,-0.078661
Sample Period:,0.5,,2022-11-15 14:05:32.909,-0.05523
,,,2022-11-15 14:05:33.409,-0.122176
,,,2022-11-15 14:05:33.908,-0.113808
,,,2022-11-15 14:05:34.409,-0.090377
,,,2022-11-15 14:05:34.909,-0.078661
,,,2022-11-15 14:05:35.410,-0.061925
,,,2022-11-15 14:05:35.908,-0.060251
,,,2022-11-15 14:05:36.409,-0.107113
,,,2022-11-15 14:05:36.910,-0.085356
,,,2022-11-15 14:05:37.409,-0.088703
,,,2022-11-15 14:05:37.908,-0.05523
,,,2022-11-15 14:05:38.409,-0.066946
,,,2022-11-15 14:05:38.909,-0.053556
,,,2022-11-15 14:05:39.408,-0.066946
,,,2022-11-15 14:05:39.909,-0.085356
,,,2022-11-15 14:05:40.409,-0.140586
,,,2022-11-15 14:05:40.910,-0.082008
,,,2022-11-15 14:05:41.408,-0.05523
,,,2022-11-15 14:05:41.908,-0.103766
,,,2022-11-15 14:05:42.408,-0.070293
,,,2022-11-15 14:05:42.909,-0.066946
,,,2022-11-15 14:05:43.409,-0.080335
,,,2022-11-15 14:05:43.909,-0.068619
,,,2022-11-15 14:05:44.409,-0.061925
,,,2022-11-15 14:05:44.909,-0.117155
,,,2022-11-15 14:05:45.409,-0.120502
,,,2022-11-15 14:05:45.910,-0.053556
,,,2022-11-15 14:05:46.410,-0.075314
,,,2022-11-15 14:05:46.909,-0.060251
,,,2022-11-15 14:05:47.409,-0.068619
,,,2022-11-15 14:05:47.908,-0.061925
,,,2022-11-15 14:05:48.409,-0.07364
,,,2022-11-15 14:05:48.909,-0.120502
,,,2022-11-15 14:05:49.409,-0.097071
,,,2022-11-15 14:05:49.909,-0.070293
,,,2022-11-15 14:05:50.409,-0.103766
,,,2022-11-15 14:05:50.909,-0.140586
,,,2022-11-15 14:05:51.410,-0.061925
,,,2022-11-15 14:05:51.909,-0.063598
,,,2022-11-15 14:05:52.409,-0.082008
,,,2022-11-15 14:05:52.910,-0.105439
,,,2022-11-15 14:05:53.409,-0.100418
,,,2022-11-15 14:05:53.910,-0.05523
,,,2022-11-15 14:05:54.410,-0.143933
,,,2022-11-15 14:05:54.910,-0.098745
,,,2022-11-15 14:05:55.408,-0.080335
,,,2022-11-15 14:05:55.909,-0.075314
,,,2022-11-15 14:05:56.411,-0.127197
,,,2022-11-15 14:05:56.911,-0.061925
,,,2022-11-15 14:05:57.408,-0.095397
,,,2022-11-15 14:05:57.909,-0.085356
,,,2022-11-15 14:05:58.410,-0.075314
,,,2022-11-15 14:05:58.909,-0.082008
,,,2022-11-15 14:05:59.410,-0.078661
,,,2022-11-15 14:05:59.909,-0.070293
,,,2022-11-15 14:06:00.410,-0.090377
,,,2022-11-15 14:06:00.911,-0.063598
,,,2022-11-15 14:06:01.410,-0.090377
,,,2022-11-15 14:06:01.910,-0.061925
,,,2022-11-15 14:06:02.409,-0.075314
,,,2022-11-15 14:06:02.911,-0.053556
,,,2022-11-15 14:06:03.411,-0.076987
,,,2022-11-15 14:06:03.909,-0.105439
,,,2022-11-15 14:06:04.409,-0.087029
,,,2022-11-15 14:06:04.910,-0.068619
,,,2022-11-15 14:06:05.410,-0.097071
,,,2022-11-15 14:06:05.910,-0.083682
,,,2022-11-15 14:06:06.410,-0.112134
,,,2022-11-15 14:06:06.909,-0.060251
,,,2022-11-15 14:06:07.410,-0.068619
,,,2022-11-15 14:06:07.909,-0.150628
,,,2022-11-15 14:06:08.410,-0.053556
,,,2022-11-15 14:06:08.910,-0.117155
,,,2022-11-15 14:06:09.410,-0.087029
,,,2022-11-15 14:06:09.909,-0.088703
,,,2022-11-15 14:06:10.409,-0.085356
,,,2022-11-15 14:06:10.910,-0.066946
,,,2022-11-15 14:06:11.410,-0.11046
,,,2022-11-15 14:06:11.910,-0.090377
,,,2022-11-15 14:06:12.410,-0.083682
,,,2022-11-15 14:06:12.909,-0.105439
,,,2022-11-15 14:06:13.408,-0.075314
,,,2022-11-15 14:06:13.909,-0.097071
,,,2022-11-15 14:06:14.410,-0.068619
,,,2022-11-15 14:06:14.910,-0.076987
,,,2022-11-15 14:06:15.409,-0.145607
,,,2022-11-15 14:06:15.909,-0.066946
,,,2022-11-15 14:06:16.410,-0.066946
,,,2022-11-15 14:06:16.909,-0.083682
,,,2022-11-15 14:06:17.409,-0.075314
,,,2022-11-15 14:06:17.909,-0.105439
,,,2022-11-15 14:06:18.409,-0.103766
,,,2022-11-15 14:06:18.909,-0.053556
,,,2022-11-15 14:06:19.409,-0.060251
,,,2022-11-15 14:06:19.910,-0.14728
,,,2022-11-15 14:06:20.409,-0.093724
,,,2022-11-15 14:06:20.909,-0.070293
,,,2022-11-15 14:06:21.409,-0.118828
,,,2022-11-15 14:06:21.910,-0.080335
,,,2022-11-15 14:06:22.410,-0.068619
,,,2022-11-15 14:06:22.910,-0.071967
,,,2022-11-15 14:06:23.410,-0.075314
,,,2022-11-15 14:06:23.909,-0.075314
,,,2022-11-15 14:06:24.408,-0.075314
,,,2022-11-15 14:06:24.909,-0.085356
,,,2022-11-15 14:06:25.410,-0.123849
,,,2022-11-15 14:06:25.909,-0.082008
,,,2022-11-15 14:06:26.408,-0.070293
,,,2022-11-15 14:06:26.908,-0.070293
,,,2022-11-15 14:06:27.409,-0.090377
,,,2022-11-15 14:06:27.909,-0.061925
,,,2022-11-15 14:06:28.409,-0.102092
,,,2022-11-15 14:06:28.909,-0.060251
,,,2022-11-15 14:06:29.409,-0.082008
,,,2022-11-15 14:06:29.909,-0.09205
,,,2022-11-15 14:06:30.410,-0.053556
,,,2022-11-15 14:06:30.909,-0.113808
,,,2022-11-15 14:06:31.409,-0.061925
,,,2022-11-15 14:06:31.908,-0.05523
,,,2022-11-15 14:06:32.409,-0.085356
,,,2022-11-15 14:06:32.909,-0.056904
,,,2022-11-15 14:06:33.408,-0.118828
,,,2022-11-15 14:06:33.908,-0.09205
,,,2022-11-15 14:06:34.409,-0.065272
,,,2022-11-15 14:06:34.908,-0.053556
,,,2022-11-15 14:06:35.409,-0.117155
,,,2022-11-15 14:06:35.910,-0.088703
,,,2022-11-15 14:06:36.409,-0.103766
,,,2022-11-15 14:06:36.910,-0.098745
,,,2022-11-15 14:06:37.409,-0.082008
,,,2022-11-15 14:06:37.909,-0.068619
,,,2022-11-15 14:06:38.410,-0.066946
,,,2022-11-15 14:06:38.909,-0.070293
,,,2022-11-15 14:06:39.410,-0.075314
,,,2022-11-15 14:06:39.910,-0.078661
,,,2022-11-15 14:06:40.408,-0.058577
,,,2022-11-15 14:06:40.909,-0.090377
,,,2022-11-15 14:06:41.409,-0.05523
,,,2022-11-15 14:06:41.909,-0.103766
,,,2022-11-15 14:06:42.408,-0.056904
,,,2022-11-15 14:06:42.908,-0.105439
,,,2022-11-15 14:06:43.408,-0.056904
,,,2022-11-15 14:06:43.909,-0.083682
,,,2022-11-15 14:06:44.409,-0.120502
,,,2022-11-15 14:06:44.909,-0.11046
,,,2022-11-15 14:06:45.410,-0.05523
,,,2022-11-15 14:06:45.910,-0.078661
,,,2022-11-15 14:06:46.409,-0.107113
,,,2022-11-15 14:06:46.911,-0.11046
,,,2022-11-15 14:06:47.410,-0.056904
,,,2022-11-15 14:06:47.909,-0.102092
,,,2022-11-15 14:06:48.410,-0.085356
,,,2022-11-15 14:06:48.909,-0.120502
,,,2022-11-15 14:06:49.410,-0.061925
,,,2022-11-15 14:06:49.909,-0.105439
,,,2022-11-15 14:06:50.410,-0.085356
,,,2022-11-15 14:06:50.909,-0.105439
,,,2022-11-15 14:06:51.411,-0.093724
,,,2022-11-15 14:06:51.909,-0.080335
,,,2022-11-15 14:06:52.410,-0.09205
,,,2022-11-15 14:06:52.910,-0.053556
,,,2022-11-15 14:06:53.410,-0.058577
,,,2022-11-15 14:06:53.910,-0.068619
,,,2022-11-15 14:06:54.409,-0.085356
,,,2022-11-15 14:06:54.909,-0.098745
,,,2022-11-15 14:06:55.410,-0.107113
,,,2022-11-15 14:06:55.910,-0.07364
,,,2022-11-15 14:06:56.410,-0.107113
,,,2022-11-15 14:06:56.909,-0.155649
,,,2022-11-15 14:06:57.409,-0.140586
,,,2022-11-15 14:06:57.909,-0.071967
,,,2022-11-15 14:06:58.410,-0.061925
,,,2022-11-15 14:06:58.910,-0.070293
,,,2022-11-15 14:06:59.409,-0.100418
,,,2022-11-15 14:06:59.910,-0.061925
,,,2022-11-15 14:07:00.410,-0.061925
,,,2022-11-15 14:07:00.910,-0.082008
,,,2022-11-15 14:07:01.409,-0.125523
,,,2022-11-15 14:07:01.909,-0.102092
,,,2022-11-15 14:07:02.410,-0.061925
,,,2022-11-15 14:07:02.911,-0.083682
,,,2022-11-15 14:07:03.408,-0.071967
,,,2022-11-15 14:07:03.909,-0.108787
,,,2022-11-15 14:07:04.410,-0.098745
