Address:,USB0::0x0957::0x17BC::MY60101365::0::INSTR,,Time (s),X at Max Y(4),X at Max Y(1)
Model:,MSO-X 4154A,,2022-12-01 14:01:41.432,1.9E-09,1.61E-08
Serial Number:,MY60101365,,2022-12-01 14:01:42.142,3.9E-09,1.88E-08
Firmware Version:,07.31.2020012900,,2022-12-01 14:01:42.772,3.3E-09,1.61E-08
Start Time:,2022-12-01 14:01:41.432,,2022-12-01 14:01:43.454,2.3E-09,1.72E-08
Stop Time:,2022-12-01 14:11:41.356,,2022-12-01 14:01:44.134,4.2E-09,1.89E-08
Sample Period:,0.5,,2022-12-01 14:01:44.775,3.1E-09,1.84E-08
,,,2022-12-01 14:01:45.421,4.7E-09,1.53E-08
,,,2022-12-01 14:01:46.088,3.1E-09,1.97E-08
,,,2022-12-01 14:01:46.728,2.8E-09,1.59E-08
,,,2022-12-01 14:01:47.392,9E-10,1.64E-08
,,,2022-12-01 14:01:48.070,3.1E-09,1.72E-08
,,,2022-12-01 14:01:48.719,5.3E-09,1.77E-08
,,,2022-12-01 14:01:49.372,2.8E-09,2.16E-08
,,,2022-12-01 14:01:50.056,4.1E-09,1.88E-08
,,,2022-12-01 14:01:50.700,2.5E-09,2.23E-08
,,,2022-12-01 14:01:51.352,3.1E-09,1.73E-08
,,,2022-12-01 14:01:52.002,2.2E-09,1.84E-08
,,,2022-12-01 14:01:52.638,2.8E-09,1.59E-08
,,,2022-12-01 14:01:53.285,3.8E-09,1.64E-08
,,,2022-12-01 14:01:53.935,2E-09,1.83E-08
,,,2022-12-01 14:01:54.593,2.8E-09,1.95E-08
,,,2022-12-01 14:01:55.254,3.6E-09,1.86E-08
,,,2022-12-01 14:01:55.912,3.1E-09,1.84E-08
,,,2022-12-01 14:01:56.561,1.6E-09,1.38E-08
,,,2022-12-01 14:01:57.209,2E-09,1.67E-08
,,,2022-12-01 14:01:57.859,2.2E-09,1.89E-08
,,,2022-12-01 14:01:58.522,2.5E-09,1.63E-08
,,,2022-12-01 14:01:59.173,0,1.27E-08
,,,2022-12-01 14:01:59.835,1.7E-09,1.53E-08
,,,2022-12-01 14:02:00.486,4.7E-09,1.34E-08
,,,2022-12-01 14:02:01.144,3.1E-09,1.47E-08
,,,2022-12-01 14:02:01.792,2.8E-09,1.48E-08
,,,2022-12-01 14:02:02.445,3E-09,1.91E-08
,,,2022-12-01 14:02:03.093,3.9E-09,1.73E-08
,,,2022-12-01 14:02:03.736,3.3E-09,1.52E-08
,,,2022-12-01 14:02:04.387,3.3E-09,1.64E-08
,,,2022-12-01 14:02:05.026,2.5E-09,1.45E-08
,,,2022-12-01 14:02:05.680,3E-09,1.58E-08
,,,2022-12-01 14:02:06.320,3.4E-09,1.64E-08
,,,2022-12-01 14:02:06.968,3.4E-09,1.95E-08
,,,2022-12-01 14:02:07.619,2.5E-09,1.83E-08
,,,2022-12-01 14:02:08.262,1.9E-09,1.78E-08
,,,2022-12-01 14:02:08.913,1.1E-09,-7.7E-09
,,,2022-12-01 14:02:09.560,1.9E-09,1.75E-08
,,,2022-12-01 14:02:10.206,4.4E-09,1.58E-08
,,,2022-12-01 14:02:10.871,2.7E-09,1.7E-08
,,,2022-12-01 14:02:11.520,3.3E-09,1.56E-08
,,,2022-12-01 14:02:12.194,3.8E-09,2.17E-08
,,,2022-12-01 14:02:12.841,4.4E-09,1.7E-08
,,,2022-12-01 14:02:13.486,2E-09,2.28E-08
,,,2022-12-01 14:02:14.131,4.2E-09,2.08E-08
,,,2022-12-01 14:02:14.779,3.6E-09,1.77E-08
,,,2022-12-01 14:02:15.420,5.8E-09,1.72E-08
,,,2022-12-01 14:02:16.069,4.4E-09,1.75E-08
,,,2022-12-01 14:02:16.716,4.8E-09,1.61E-08
,,,2022-12-01 14:02:17.355,2.8E-09,1.5E-08
,,,2022-12-01 14:02:18.008,2.3E-09,1.81E-08
,,,2022-12-01 14:02:18.655,3.4E-09,2E-08
,,,2022-12-01 14:02:19.297,4.8E-09,1.53E-08
,,,2022-12-01 14:02:19.946,4.1E-09,1.69E-08
,,,2022-12-01 14:02:20.596,4.4E-09,1.59E-08
,,,2022-12-01 14:02:21.261,3E-09,1.88E-08
,,,2022-12-01 14:02:21.909,8E-10,-1.84E-08
,,,2022-12-01 14:02:22.560,4.5E-09,1.59E-08
,,,2022-12-01 14:02:23.210,2.8E-09,1.73E-08
,,,2022-12-01 14:02:23.871,2.8E-09,1.64E-08
,,,2022-12-01 14:02:24.520,2.3E-09,1.88E-08
,,,2022-12-01 14:02:25.176,2.5E-09,2.44E-08
,,,2022-12-01 14:02:25.827,4.7E-09,1.44E-08
,,,2022-12-01 14:02:26.477,3.1E-09,1.98E-08
,,,2022-12-01 14:02:27.130,3.3E-09,1.8E-08
,,,2022-12-01 14:02:27.768,4.4E-09,1.72E-08
,,,2022-12-01 14:02:28.417,3.3E-09,1.88E-08
,,,2022-12-01 14:02:29.069,4.1E-09,1.52E-08
,,,2022-12-01 14:02:29.719,4.2E-09,1.81E-08
,,,2022-12-01 14:02:30.365,3.3E-09,1.91E-08
,,,2022-12-01 14:02:31.015,2E-09,1.63E-08
,,,2022-12-01 14:02:31.670,2.8E-09,2.28E-08
,,,2022-12-01 14:02:32.317,4.8E-09,1.56E-08
,,,2022-12-01 14:02:32.961,2.7E-09,1.73E-08
,,,2022-12-01 14:02:33.601,4.5E-09,1.91E-08
,,,2022-12-01 14:02:34.258,1.9E-09,1.83E-08
,,,2022-12-01 14:02:34.908,4.2E-09,2.28E-08
,,,2022-12-01 14:02:35.561,3.4E-09,1.55E-08
,,,2022-12-01 14:02:36.207,3.6E-09,1.91E-08
,,,2022-12-01 14:02:36.859,2.2E-09,1.94E-08
,,,2022-12-01 14:02:37.500,3.3E-09,1.94E-08
,,,2022-12-01 14:02:38.145,4.2E-09,1.88E-08
