Address:,USB0::0x0957::0x17BC::MY60101365::0::INSTR,,Time (s),Maximum(1) (V),Maximum(4) (V)
Model:,MSO-X 4154A,,2022-10-31 14:26:22.878,0.033473,0.05004
Serial Number:,MY60101365,,2022-10-31 14:26:23.376,0.033473,0.058073
Firmware Version:,07.31.2020012900,,2022-10-31 14:26:23.876,0.033473,0.058743
Start Time:,2022-10-31 14:26:22.878,,2022-10-31 14:26:24.375,0.030126,0.055395
Stop Time:,2022-10-31 14:36:22.874,,2022-10-31 14:26:24.874,0.032803,0.058073
Sample Period:,0.5,,2022-10-31 14:26:25.375,0.034142,0.052718
,,,2022-10-31 14:26:25.875,0.032803,0.054726
,,,2022-10-31 14:26:26.375,0.033473,0.056734
,,,2022-10-31 14:26:26.874,0.032134,0.058743
,,,2022-10-31 14:26:27.377,0.031464,0.055395
,,,2022-10-31 14:26:27.876,0.038159,0.051379
,,,2022-10-31 14:26:28.375,0.038159,0.054726
,,,2022-10-31 14:26:28.875,0.035481,0.054726
,,,2022-10-31 14:26:29.377,0.032803,0.060082
,,,2022-10-31 14:26:29.876,0.033473,0.056734
,,,2022-10-31 14:26:30.375,0.029456,0.058073
,,,2022-10-31 14:26:30.876,0.032134,0.056734
,,,2022-10-31 14:26:31.376,0.034812,0.056734
,,,2022-10-31 14:26:31.876,0.032803,0.051379
,,,2022-10-31 14:26:32.375,0.034812,0.058743
,,,2022-10-31 14:26:32.875,0.032803,0.054056
,,,2022-10-31 14:26:33.375,0.03749,0.056734
,,,2022-10-31 14:26:33.875,0.034142,0.056065
,,,2022-10-31 14:26:34.375,0.03682,0.056065
,,,2022-10-31 14:26:34.874,0.032134,0.056065
,,,2022-10-31 14:26:35.376,0.034812,0.060751
,,,2022-10-31 14:26:35.876,0.033473,0.056065
,,,2022-10-31 14:26:36.375,0.028117,0.057404
,,,2022-10-31 14:26:36.876,0.034812,0.055395
,,,2022-10-31 14:26:37.375,0.030795,0.055395
,,,2022-10-31 14:26:37.876,0.030795,0.055395
,,,2022-10-31 14:26:38.375,0.035481,0.055395
,,,2022-10-31 14:26:38.876,0.032134,0.058743
,,,2022-10-31 14:26:39.376,0.034142,0.052718
,,,2022-10-31 14:26:39.875,0.035481,0.058743
