Address:,USB0::0x0957::0x17BC::MY60101365::0::INSTR,,Time (s),Minimum(1) (V),Minimum(4) (V)
Model:,MSO-X 4154A,,2022-11-09 14:29:56.571,-0.10711,-0.20418
Serial Number:,MY60101365,,2022-11-09 14:29:57.202,-0.11715,-0.15397
Firmware Version:,07.31.2020012900,,2022-11-09 14:29:57.856,-0.19079,-0.27113
Start Time:,2022-11-09 14:29:56.571,,2022-11-09 14:29:58.535,-0.15397,-0.2477
Stop Time:,2022-11-09 14:39:56.274,,2022-11-09 14:29:59.216,-0.08033,-0.15397
Sample Period:,0.5,,2022-11-09 14:29:59.892,-0.1205,-0.20753
,,,2022-11-09 14:30:00.555,-0.16402,-0.25774
,,,2022-11-09 14:30:01.206,-0.16067,-0.1841
,,,2022-11-09 14:30:01.866,-0.17071,-0.20084
,,,2022-11-09 14:30:02.508,-0.16402,-0.24435
,,,2022-11-09 14:30:03.171,-0.11046,-0.19079
,,,2022-11-09 14:30:03.819,-0.18075,-0.27113
,,,2022-11-09 14:30:04.471,-0.20418,-0.21757
,,,2022-11-09 14:30:05.134,-0.17406,-0.1841
,,,2022-11-09 14:30:05.787,-0.11715,-0.27448
,,,2022-11-09 14:30:06.445,-0.13054,-0.21423
,,,2022-11-09 14:30:07.105,-0.1205,-0.21757
,,,2022-11-09 14:30:07.768,-0.14728,-0.241
,,,2022-11-09 14:30:08.418,-0.09707,-0.21757
,,,2022-11-09 14:30:09.068,-0.14728,-0.23096
,,,2022-11-09 14:30:09.726,-0.16067,-0.21088
,,,2022-11-09 14:30:10.377,-0.16067,-0.241
,,,2022-11-09 14:30:11.028,-0.16067,-0.26444
,,,2022-11-09 14:30:11.695,-0.15063,-0.23096
,,,2022-11-09 14:30:12.363,-0.1205,-0.19079
,,,2022-11-09 14:30:13.029,-0.10042,-0.23096
,,,2022-11-09 14:30:13.682,-0.19749,-0.23431
,,,2022-11-09 14:30:14.330,-0.13389,-0.27448
,,,2022-11-09 14:30:14.981,-0.13054,-0.19749
,,,2022-11-09 14:30:15.651,-0.17741,-0.15732
,,,2022-11-09 14:30:16.314,-0.15063,-0.29456
,,,2022-11-09 14:30:16.963,-0.13054,-0.19414
,,,2022-11-09 14:30:17.613,-0.18075,-0.19079
,,,2022-11-09 14:30:18.313,-0.16736,-0.22092
,,,2022-11-09 14:30:18.971,-0.13054,-0.27782
,,,2022-11-09 14:30:19.622,-0.16736,-0.21088
,,,2022-11-09 14:30:20.315,-0.11381,-0.23431
,,,2022-11-09 14:30:20.967,-0.1205,-0.20084
,,,2022-11-09 14:30:21.626,-0.16067,-0.32469
,,,2022-11-09 14:30:22.268,-0.09372,-0.16067
,,,2022-11-09 14:30:22.926,-0.11715,-0.17741
,,,2022-11-09 14:30:23.587,-0.14393,-0.26444
,,,2022-11-09 14:30:24.247,-0.13054,-0.27448
,,,2022-11-09 14:30:24.894,-0.17071,-0.22427
,,,2022-11-09 14:30:25.543,-0.15397,-0.23766
,,,2022-11-09 14:30:26.194,-0.1272,-0.17071
,,,2022-11-09 14:30:26.853,-0.11381,-0.20084
,,,2022-11-09 14:30:27.507,-0.17406,-0.20753
,,,2022-11-09 14:30:28.278,-0.15397,-0.29456
,,,2022-11-09 14:30:28.944,-0.17071,-0.2477
,,,2022-11-09 14:30:29.607,-0.13724,-0.21423
,,,2022-11-09 14:30:30.259,-0.17406,-0.22427
,,,2022-11-09 14:30:30.926,-0.13724,-0.22762
,,,2022-11-09 14:30:31.591,-0.08033,-0.21088
,,,2022-11-09 14:30:32.244,-0.1205,-0.20753
,,,2022-11-09 14:30:32.910,-0.15397,-0.28117
,,,2022-11-09 14:30:33.575,-0.15397,-0.2477
,,,2022-11-09 14:30:34.253,-0.1205,-0.1841
,,,2022-11-09 14:30:34.908,-0.1272,-0.19414
,,,2022-11-09 14:30:35.569,-0.11715,-0.22762
,,,2022-11-09 14:30:36.224,-0.14728,-0.16736
,,,2022-11-09 14:30:36.875,-0.11046,-0.27782
,,,2022-11-09 14:30:37.538,-0.14393,-0.24435
,,,2022-11-09 14:30:38.190,-0.13054,-0.25439
,,,2022-11-09 14:30:38.849,-0.1272,-0.23096
,,,2022-11-09 14:30:39.502,-0.11046,-0.18075
,,,2022-11-09 14:30:40.157,-0.20418,-0.19079
,,,2022-11-09 14:30:40.813,-0.01004,-0.06025
,,,2022-11-09 14:30:41.456,-0.18075,-0.1841
,,,2022-11-09 14:30:42.110,-0.11046,-0.23096
,,,2022-11-09 14:30:42.790,-0.09707,-0.28117
,,,2022-11-09 14:30:43.437,-0.18745,-0.19749
,,,2022-11-09 14:30:44.132,-0.16736,-0.22762
