Address:,USB0::0x0957::0x17BC::MY60101365::0::INSTR,,Analog Channels,,,
Model:,MSO-X 4154A,,Time (s),3 (VOLT),4 (VOLT),
Serial Number:,MY60101365,,-1.4375E-06,1.94749999046326,1.96952931350097,
Firmware Version:,07.31.2020012900,,-1.4355E-06,1.95419454900548,1.96952931350097,
Start Time:,2022-12-06 16:37:10.131,,-1.4335E-06,1.95419454900548,1.97622387204319,
Capture#:,133,,-1.4315E-06,1.95084726973437,1.96952931350097,
,,,-1.4295E-06,1.94749999046326,1.98291843058541,
Analog Sample Count:,1000,,-1.4275E-06,1.95084726973437,1.97287659277208,
Function Sample Count:,0,,-1.4255E-06,1.94080543192104,1.96618203422986,
Waveform Memory Sample Count:,0,,-1.4235E-06,1.94749999046326,1.97622387204319,
Digital Sample Count:,0,,-1.4215E-06,1.95419454900548,1.97287659277208,
,,,-1.4195E-06,1.95419454900548,1.96952931350097,
Setup Text Information:,,,-1.4175E-06,1.94749999046326,1.97287659277208,
ANALOG,,,-1.4155E-06,1.95084726973437,1.96952931350097,
Channel 3,,,-1.4135E-06,1.95084726973437,1.96283475495875,
Scale,100 mV/,,-1.4115E-06,1.94749999046326,1.96618203422986,
Pos,1.9475 V,,-1.4095E-06,1.95754182827659,1.96952931350097,
Coup,,,-1.4075E-06,1.94415271119215,1.97622387204319,
BW,Off,,-1.4055E-06,1.94749999046326,1.97622387204319,
Inv,Off,,-1.4035E-06,1.9608891075477,1.97287659277208,
Imp,1M Ohm,,-1.4015E-06,1.95084726973437,1.96952931350097,
Trace Label,3,,-1.3995E-06,1.95754182827659,1.96952931350097,
Probe,10,,-1.3975E-06,1.95419454900548,1.97622387204319,
Skew,0 s,,-1.3955E-06,1.95419454900548,1.97287659277208,
,,,-1.3935E-06,1.94415271119215,1.96952931350097,
Channel 4,,,-1.3915E-06,1.94749999046326,1.96618203422986,
Scale,100 mV/,,-1.3895E-06,1.95419454900548,1.97622387204319,
Pos,1.8825 V,,-1.3875E-06,1.95419454900548,1.96283475495875,
Coup,,,-1.3855E-06,1.95084726973437,1.97287659277208,
BW,Off,,-1.3835E-06,1.95419454900548,1.97287659277208,
Inv,Off,,-1.3815E-06,1.95754182827659,1.96952931350097,
Imp,1M Ohm,,-1.3795E-06,1.95754182827659,1.96618203422986,
Trace Label,4,,-1.3775E-06,1.95419454900548,1.97287659277208,
Probe,10,,-1.3755E-06,1.94080543192104,1.9795711513143,
Skew,0 s,,-1.3735E-06,1.95084726973437,1.97622387204319,
,,,-1.3715E-06,1.9608891075477,1.97287659277208,
MATH,,,-1.3695E-06,1.95754182827659,1.96283475495875,
REFERENCE WAVEFORM,,,-1.3675E-06,1.94749999046326,1.97287659277208,
DIGITAL,,,-1.3655E-06,1.95419454900548,1.97622387204319,
TRIGGER,,,-1.3635E-06,1.94749999046326,1.96618203422986,
Sweep Mode,AUTO,,-1.3615E-06,1.94749999046326,1.96618203422986,
