Address:,USB0::0x0957::0x17BC::MY60101365::0::INSTR,,Time (s),Maximum(1) (V)
Model:,MSO-X 4154A,,2022-12-07 10:57:58.514,0.0040167
Serial Number:,MY60101365,,2022-12-07 10:57:59.149,0.003682
Firmware Version:,07.31.2020012900,,2022-12-07 10:57:59.797,0.0041841
Start Time:,2022-12-07 10:57:58.514,,2022-12-07 10:58:00.456,0.0051883
Stop Time:,2022-12-07 11:27:57.991,,2022-12-07 10:58:01.121,0.0065272
Sample Period:,0.5,,2022-12-07 10:58:01.782,0.0051883
,,,2022-12-07 10:58:02.431,0.0040167
,,,2022-12-07 10:58:03.098,0.0035146
,,,2022-12-07 10:58:03.761,0.0051883
,,,2022-12-07 10:58:04.410,0.003682
,,,2022-12-07 10:58:05.068,0.0035146
,,,2022-12-07 10:58:05.749,0.0035146
,,,2022-12-07 10:58:06.397,0.0048536
,,,2022-12-07 10:58:07.042,0.003682
,,,2022-12-07 10:58:07.686,0.0038494
,,,2022-12-07 10:58:08.331,0.0045188
,,,2022-12-07 10:58:08.980,0.003682
,,,2022-12-07 10:58:09.631,0.0041841
,,,2022-12-07 10:58:10.283,0.0043515
,,,2022-12-07 10:58:10.932,0.0048536
,,,2022-12-07 10:58:11.567,0.0040167
,,,2022-12-07 10:58:12.203,0.0040167
,,,2022-12-07 10:58:12.849,0.0058577
,,,2022-12-07 10:58:13.499,0.0035146
,,,2022-12-07 10:58:14.151,0.0035146
,,,2022-12-07 10:58:14.802,0.0033473
,,,2022-12-07 10:58:15.454,0.0061925
,,,2022-12-07 10:58:16.098,0.0041841
,,,2022-12-07 10:58:16.754,0.0045188
,,,2022-12-07 10:58:17.397,0.005523
,,,2022-12-07 10:58:18.041,0.0040167
,,,2022-12-07 10:58:18.688,0.0038494
,,,2022-12-07 10:58:19.330,0.0048536
,,,2022-12-07 10:58:19.979,0.0035146
,,,2022-12-07 10:58:20.625,0.005523
,,,2022-12-07 10:58:21.262,0.0038494
,,,2022-12-07 10:58:21.902,0.0056904
,,,2022-12-07 10:58:22.552,0.003682
,,,2022-12-07 10:58:23.206,0.0041841
,,,2022-12-07 10:58:23.863,0.0051883
,,,2022-12-07 10:58:24.517,0.0035146
,,,2022-12-07 10:58:25.168,0.005523
,,,2022-12-07 10:58:25.818,0.003682
,,,2022-12-07 10:58:26.470,0.0038494
,,,2022-12-07 10:58:27.149,0.0038494
,,,2022-12-07 10:58:27.801,0.0041841
,,,2022-12-07 10:58:28.457,0.0045188
,,,2022-12-07 10:58:29.112,0.0038494
,,,2022-12-07 10:58:29.751,0.0040167
,,,2022-12-07 10:58:30.402,0.0050209
,,,2022-12-07 10:58:31.056,0.0035146
,,,2022-12-07 10:58:31.705,0.0043515
,,,2022-12-07 10:58:32.356,0.003682
,,,2022-12-07 10:58:33.000,0.0043515
,,,2022-12-07 10:58:33.641,0.0040167
,,,2022-12-07 10:58:34.288,0.0035146
