Address:,USB0::0x0957::0x17BC::MY60101365::0::INSTR,,Time (s),X at Max Y(4),X at Max Y(1)
Model:,MSO-X 4154A,,2022-12-02 11:54:43.914,4.13E-08,2.56E-08
Serial Number:,MY60101365,,2022-12-02 11:54:44.540,3.19E-08,2.61E-08
Firmware Version:,07.31.2020012900,,2022-12-02 11:54:45.171,3.47E-08,2.41E-08
Start Time:,2022-12-02 11:54:43.914,,2022-12-02 11:54:45.850,4.53E-08,2.45E-08
Stop Time:,2022-12-02 12:04:43.885,,2022-12-02 11:54:46.513,3.45E-08,2.53E-08
Sample Period:,0.5,,2022-12-02 11:54:47.168,4.52E-08,2.45E-08
,,,2022-12-02 11:54:47.806,4.08E-08,2.73E-08
,,,2022-12-02 11:54:48.460,4.55E-08,2.38E-08
,,,2022-12-02 11:54:49.106,3.27E-08,2.91E-08
,,,2022-12-02 11:54:49.752,3.16E-08,2.45E-08
,,,2022-12-02 11:54:50.407,3.19E-08,2.59E-08
,,,2022-12-02 11:54:51.078,2.95E-08,2.55E-08
,,,2022-12-02 11:54:51.749,3.16E-08,2.88E-08
,,,2022-12-02 11:54:52.398,3.41E-08,2.44E-08
,,,2022-12-02 11:54:53.075,3.13E-08,2.39E-08
,,,2022-12-02 11:54:53.726,3.67E-08,2.59E-08
,,,2022-12-02 11:54:54.376,3.42E-08,2.45E-08
,,,2022-12-02 11:54:55.037,3.72E-08,2.69E-08
,,,2022-12-02 11:54:55.680,3.05E-08,2.34E-08
,,,2022-12-02 11:54:56.331,3.19E-08,2.45E-08
,,,2022-12-02 11:54:56.989,4.16E-08,2.44E-08
,,,2022-12-02 11:54:57.652,3.38E-08,2.61E-08
,,,2022-12-02 11:54:58.304,3.19E-08,2.47E-08
,,,2022-12-02 11:54:58.958,3.06E-08,2.59E-08
,,,2022-12-02 11:54:59.604,3.05E-08,2.38E-08
,,,2022-12-02 11:55:00.250,3.33E-08,2.56E-08
,,,2022-12-02 11:55:00.908,3.17E-08,2.53E-08
,,,2022-12-02 11:55:01.569,3.11E-08,2.58E-08
,,,2022-12-02 11:55:02.226,3.34E-08,2.61E-08
,,,2022-12-02 11:55:02.885,4.47E-08,2.38E-08
,,,2022-12-02 11:55:03.538,3.2E-08,2.42E-08
,,,2022-12-02 11:55:04.176,3.2E-08,2.52E-08
,,,2022-12-02 11:55:04.833,3.19E-08,2.77E-08
,,,2022-12-02 11:55:05.487,3.23E-08,2.58E-08
,,,2022-12-02 11:55:06.136,3.19E-08,2.59E-08
,,,2022-12-02 11:55:06.793,3E-08,2.98E-08
,,,2022-12-02 11:55:07.443,3.3E-08,2.39E-08
,,,2022-12-02 11:55:08.094,3.41E-08,2.42E-08
,,,2022-12-02 11:55:08.742,5.28E-08,2.42E-08
,,,2022-12-02 11:55:09.389,3.25E-08,2.41E-08
,,,2022-12-02 11:55:10.033,3.45E-08,2.67E-08
,,,2022-12-02 11:55:10.727,3.16E-08,2.44E-08
,,,2022-12-02 11:55:11.370,3.19E-08,2.47E-08
,,,2022-12-02 11:55:12.014,3.64E-08,2.42E-08
,,,2022-12-02 11:55:12.656,3.34E-08,2.44E-08
,,,2022-12-02 11:55:13.314,3.69E-08,2.41E-08
,,,2022-12-02 11:55:13.974,3.44E-08,2.77E-08
,,,2022-12-02 11:55:14.636,3.34E-08,2.47E-08
,,,2022-12-02 11:55:15.292,3.73E-08,2.56E-08
,,,2022-12-02 11:55:15.939,3.03E-08,2.61E-08
,,,2022-12-02 11:55:16.594,3.34E-08,2.52E-08
,,,2022-12-02 11:55:17.246,3.09E-08,2.38E-08
,,,2022-12-02 11:55:17.894,4.55E-08,2.44E-08
,,,2022-12-02 11:55:18.553,9.9E+37,2.52E-08
,,,2022-12-02 11:55:19.210,3.23E-08,2.42E-08
,,,2022-12-02 11:55:19.870,3.17E-08,2.72E-08
,,,2022-12-02 11:55:20.521,3.14E-08,2.59E-08
,,,2022-12-02 11:55:21.176,3.47E-08,2.45E-08
,,,2022-12-02 11:55:21.832,3.08E-08,2.73E-08
,,,2022-12-02 11:55:22.486,3.27E-08,2.58E-08
,,,2022-12-02 11:55:23.144,3.45E-08,2.55E-08
,,,2022-12-02 11:55:23.800,3.16E-08,2.42E-08
,,,2022-12-02 11:55:24.451,3.2E-08,2.47E-08
,,,2022-12-02 11:55:25.103,3.75E-08,2.98E-08
,,,2022-12-02 11:55:25.765,3.13E-08,2.41E-08
,,,2022-12-02 11:55:26.418,4.41E-08,2.92E-08
,,,2022-12-02 11:55:27.077,3.13E-08,2.38E-08
,,,2022-12-02 11:55:27.712,4.02E-08,2.58E-08
,,,2022-12-02 11:55:28.376,3.23E-08,2.95E-08
,,,2022-12-02 11:55:29.031,3.02E-08,2.72E-08
,,,2022-12-02 11:55:29.682,3.48E-08,2.66E-08
,,,2022-12-02 11:55:30.335,3.47E-08,2.36E-08
,,,2022-12-02 11:55:30.985,3.42E-08,2.44E-08
,,,2022-12-02 11:55:31.634,3.09E-08,2.56E-08
,,,2022-12-02 11:55:32.291,3.67E-08,2.63E-08
,,,2022-12-02 11:55:32.951,3.11E-08,2.44E-08
,,,2022-12-02 11:55:33.606,3.09E-08,2.39E-08
,,,2022-12-02 11:55:34.264,3.17E-08,2.42E-08
,,,2022-12-02 11:55:34.916,3.48E-08,2.55E-08
,,,2022-12-02 11:55:35.596,5.58E-08,2.28E-08
,,,2022-12-02 11:55:36.261,3.73E-08,2.58E-08
,,,2022-12-02 11:55:36.913,3.02E-08,2.88E-08
,,,2022-12-02 11:55:37.579,3.14E-08,2.52E-08
,,,2022-12-02 11:55:38.233,3.14E-08,2.67E-08
,,,2022-12-02 11:55:38.888,3.45E-08,2.67E-08
,,,2022-12-02 11:55:39.548,3.03E-08,2.53E-08
,,,2022-12-02 11:55:40.193,3.22E-08,2.38E-08
,,,2022-12-02 11:55:40.855,3.22E-08,2.53E-08
,,,2022-12-02 11:55:41.518,3.17E-08,2.55E-08
,,,2022-12-02 11:55:42.172,3.75E-08,2.56E-08
,,,2022-12-02 11:55:42.832,4.81E-08,2.41E-08
,,,2022-12-02 11:55:43.488,3.44E-08,2.63E-08
,,,2022-12-02 11:55:44.135,3.13E-08,2.52E-08
,,,2022-12-02 11:55:44.785,3.41E-08,2.52E-08
,,,2022-12-02 11:55:45.415,2.97E-08,2.42E-08
,,,2022-12-02 11:55:46.067,3.2E-08,2.53E-08
,,,2022-12-02 11:55:46.726,3.2E-08,2.55E-08
,,,2022-12-02 11:55:47.381,3.2E-08,2.41E-08
,,,2022-12-02 11:55:48.045,3.17E-08,2.33E-08
,,,2022-12-02 11:55:48.707,3.47E-08,2.48E-08
,,,2022-12-02 11:55:49.361,3.42E-08,2.81E-08
,,,2022-12-02 11:55:50.016,3.28E-08,2.44E-08
,,,2022-12-02 11:55:50.666,3.03E-08,2.44E-08
,,,2022-12-02 11:55:51.315,3.05E-08,2.48E-08
,,,2022-12-02 11:55:51.965,3.14E-08,2.58E-08
,,,2022-12-02 11:55:52.616,3.38E-08,2.42E-08
,,,2022-12-02 11:55:53.277,4.33E-08,2.55E-08
,,,2022-12-02 11:55:53.938,3.22E-08,2.53E-08
,,,2022-12-02 11:55:54.592,3.19E-08,2.39E-08
,,,2022-12-02 11:55:55.263,3.78E-08,2.63E-08
,,,2022-12-02 11:55:55.917,3.13E-08,2.53E-08
,,,2022-12-02 11:55:56.583,3.16E-08,3.27E-08
,,,2022-12-02 11:55:57.249,3.34E-08,2.45E-08
,,,2022-12-02 11:55:57.907,3.16E-08,2.69E-08
,,,2022-12-02 11:55:58.578,2.98E-08,2.38E-08
,,,2022-12-02 11:55:59.238,3.47E-08,2.56E-08
,,,2022-12-02 11:55:59.900,3.16E-08,2.42E-08
,,,2022-12-02 11:56:00.558,3.2E-08,2.77E-08
,,,2022-12-02 11:56:01.205,3.05E-08,2.33E-08
,,,2022-12-02 11:56:01.852,3.2E-08,2.5E-08
,,,2022-12-02 11:56:02.513,3.45E-08,2.45E-08
,,,2022-12-02 11:56:03.190,3.23E-08,2.56E-08
,,,2022-12-02 11:56:03.848,3.31E-08,2.45E-08
,,,2022-12-02 11:56:04.503,3.25E-08,2.73E-08
,,,2022-12-02 11:56:05.162,3.16E-08,2.44E-08
,,,2022-12-02 11:56:05.817,3.77E-08,2.47E-08
,,,2022-12-02 11:56:06.474,3.06E-08,2.47E-08
,,,2022-12-02 11:56:07.128,3.23E-08,2.33E-08
,,,2022-12-02 11:56:07.788,3.44E-08,2.41E-08
,,,2022-12-02 11:56:08.453,3.16E-08,2.34E-08
,,,2022-12-02 11:56:09.110,3.19E-08,2.44E-08
,,,2022-12-02 11:56:09.766,3.19E-08,2.53E-08
,,,2022-12-02 11:56:10.420,3.72E-08,2.66E-08
,,,2022-12-02 11:56:11.079,3.2E-08,2.39E-08
,,,2022-12-02 11:56:11.740,3.25E-08,2.58E-08
,,,2022-12-02 11:56:12.397,3.72E-08,2.56E-08
,,,2022-12-02 11:56:13.050,3.19E-08,2.7E-08
,,,2022-12-02 11:56:13.722,3.8E-08,2.63E-08
,,,2022-12-02 11:56:14.377,3.75E-08,2.55E-08
,,,2022-12-02 11:56:15.028,3.13E-08,2.44E-08
,,,2022-12-02 11:56:15.675,3.69E-08,2.44E-08
,,,2022-12-02 11:56:16.334,3.64E-08,2.52E-08
,,,2022-12-02 11:56:16.986,3E-08,2.5E-08
,,,2022-12-02 11:56:17.638,3.22E-08,2.89E-08
,,,2022-12-02 11:56:18.299,3.19E-08,2.63E-08
,,,2022-12-02 11:56:18.959,4.59E-08,2.7E-08
,,,2022-12-02 11:56:19.611,3.5E-08,2.5E-08
,,,2022-12-02 11:56:20.268,3.3E-08,2.41E-08
,,,2022-12-02 11:56:20.927,3.48E-08,2.48E-08
,,,2022-12-02 11:56:21.586,3.77E-08,2.45E-08
,,,2022-12-02 11:56:22.239,3.78E-08,2.63E-08
,,,2022-12-02 11:56:22.892,3.22E-08,2.5E-08
,,,2022-12-02 11:56:23.555,3.3E-08,2.42E-08
,,,2022-12-02 11:56:24.218,3.53E-08,2.38E-08
,,,2022-12-02 11:56:24.866,4.09E-08,2.39E-08
,,,2022-12-02 11:56:25.540,3.25E-08,2.58E-08
,,,2022-12-02 11:56:26.171,3.16E-08,2.7E-08
,,,2022-12-02 11:56:26.829,3.52E-08,2.48E-08
,,,2022-12-02 11:56:27.492,3.16E-08,2.42E-08
,,,2022-12-02 11:56:28.155,3.19E-08,2.52E-08
,,,2022-12-02 11:56:28.830,3.09E-08,2.97E-08
,,,2022-12-02 11:56:29.501,3.16E-08,2.56E-08
,,,2022-12-02 11:56:30.166,3.17E-08,2.66E-08
,,,2022-12-02 11:56:30.841,3.25E-08,2.63E-08
,,,2022-12-02 11:56:31.497,3.27E-08,2.58E-08
,,,2022-12-02 11:56:32.136,3.2E-08,2.53E-08
,,,2022-12-02 11:56:32.814,3.17E-08,2.84E-08
,,,2022-12-02 11:56:33.471,3.03E-08,2.47E-08
,,,2022-12-02 11:56:34.121,3.69E-08,2.59E-08
,,,2022-12-02 11:56:34.780,3.13E-08,2.63E-08
,,,2022-12-02 11:56:35.443,3.08E-08,2.41E-08
,,,2022-12-02 11:56:36.099,3.45E-08,2.44E-08
,,,2022-12-02 11:56:36.753,3.22E-08,2.67E-08
,,,2022-12-02 11:56:37.410,3.17E-08,2.58E-08
,,,2022-12-02 11:56:38.063,3.42E-08,2.47E-08
,,,2022-12-02 11:56:38.714,3.42E-08,2.61E-08
,,,2022-12-02 11:56:39.362,4.03E-08,2.44E-08
,,,2022-12-02 11:56:40.012,3.31E-08,2.47E-08
,,,2022-12-02 11:56:40.669,3.39E-08,2.7E-08
,,,2022-12-02 11:56:41.329,3.16E-08,2.47E-08
,,,2022-12-02 11:56:41.979,2.98E-08,2.58E-08
,,,2022-12-02 11:56:42.642,3.02E-08,2.63E-08
,,,2022-12-02 11:56:43.296,3.14E-08,2.61E-08
,,,2022-12-02 11:56:43.948,3.2E-08,2.44E-08
,,,2022-12-02 11:56:44.602,3.16E-08,2.41E-08
,,,2022-12-02 11:56:45.259,3.19E-08,2.52E-08
,,,2022-12-02 11:56:45.893,3.47E-08,2.44E-08
,,,2022-12-02 11:56:46.559,3.16E-08,2.47E-08
,,,2022-12-02 11:56:47.210,3.14E-08,2.55E-08
,,,2022-12-02 11:56:47.863,3.23E-08,2.36E-08
,,,2022-12-02 11:56:48.518,3.42E-08,2.52E-08
,,,2022-12-02 11:56:49.173,3.73E-08,2.48E-08
,,,2022-12-02 11:56:49.826,3.23E-08,2.56E-08
,,,2022-12-02 11:56:50.475,3.09E-08,2.39E-08
,,,2022-12-02 11:56:51.128,3.11E-08,2.97E-08
,,,2022-12-02 11:56:51.790,3.17E-08,2.48E-08
,,,2022-12-02 11:56:52.445,3.2E-08,2.52E-08
,,,2022-12-02 11:56:53.099,3.42E-08,2.56E-08
,,,2022-12-02 11:56:53.755,3.14E-08,2.45E-08
,,,2022-12-02 11:56:54.424,4.81E-08,2.36E-08
,,,2022-12-02 11:56:55.079,3.2E-08,2.64E-08
,,,2022-12-02 11:56:55.738,3.16E-08,2.78E-08
,,,2022-12-02 11:56:56.391,3.14E-08,2.47E-08
,,,2022-12-02 11:56:57.044,3.19E-08,2.59E-08
,,,2022-12-02 11:56:57.696,3.22E-08,2.41E-08
,,,2022-12-02 11:56:58.347,3.11E-08,2.45E-08
,,,2022-12-02 11:56:59.010,3.13E-08,2.7E-08
,,,2022-12-02 11:56:59.660,3.53E-08,2.98E-08
,,,2022-12-02 11:57:00.321,3.02E-08,2.48E-08
,,,2022-12-02 11:57:00.975,3.47E-08,2.5E-08
,,,2022-12-02 11:57:01.635,3.77E-08,2.41E-08
,,,2022-12-02 11:57:02.297,3.22E-08,2.5E-08
,,,2022-12-02 11:57:02.951,2.97E-08,2.86E-08
,,,2022-12-02 11:57:03.613,3.08E-08,3E-08
,,,2022-12-02 11:57:04.284,3.17E-08,2.5E-08
,,,2022-12-02 11:57:04.944,3.22E-08,2.53E-08
,,,2022-12-02 11:57:05.611,8.17E-08,2.52E-08
,,,2022-12-02 11:57:06.269,3.13E-08,2.63E-08
,,,2022-12-02 11:57:06.921,4.5E-08,2.91E-08
,,,2022-12-02 11:57:07.592,3.47E-08,2.38E-08
,,,2022-12-02 11:57:08.242,3.19E-08,2.47E-08
,,,2022-12-02 11:57:08.892,3.27E-08,2.7E-08
,,,2022-12-02 11:57:09.543,3.17E-08,2.63E-08
,,,2022-12-02 11:57:10.206,3.5E-08,2.55E-08
,,,2022-12-02 11:57:10.852,3.2E-08,2.89E-08
,,,2022-12-02 11:57:11.509,3.28E-08,2.41E-08
,,,2022-12-02 11:57:12.158,3.14E-08,2.44E-08
,,,2022-12-02 11:57:12.818,3.38E-08,2.64E-08
,,,2022-12-02 11:57:13.474,3.14E-08,2.39E-08
,,,2022-12-02 11:57:14.125,3.64E-08,2.38E-08
,,,2022-12-02 11:57:14.788,3.13E-08,2.59E-08
,,,2022-12-02 11:57:15.453,3.09E-08,2.53E-08
,,,2022-12-02 11:57:16.126,3.38E-08,2.39E-08
,,,2022-12-02 11:57:16.788,3.39E-08,2.39E-08
,,,2022-12-02 11:57:17.448,3.66E-08,2.44E-08
,,,2022-12-02 11:57:18.113,3.72E-08,2.72E-08
,,,2022-12-02 11:57:18.768,3.08E-08,2.53E-08
,,,2022-12-02 11:57:19.429,3.45E-08,2.75E-08
,,,2022-12-02 11:57:20.087,3.23E-08,2.63E-08
,,,2022-12-02 11:57:20.738,4E-08,2.55E-08
,,,2022-12-02 11:57:21.397,2.98E-08,2.58E-08
,,,2022-12-02 11:57:22.049,3.23E-08,2.39E-08
,,,2022-12-02 11:57:22.706,3.19E-08,2.52E-08
,,,2022-12-02 11:57:23.360,3.78E-08,2.45E-08
,,,2022-12-02 11:57:24.018,9.9E+37,2.42E-08
,,,2022-12-02 11:57:24.662,3.2E-08,2.73E-08
,,,2022-12-02 11:57:25.333,3.2E-08,2.64E-08
,,,2022-12-02 11:57:25.981,3.14E-08,2.61E-08
,,,2022-12-02 11:57:26.647,3.03E-08,2.47E-08
,,,2022-12-02 11:57:27.319,4.23E-08,2.95E-08
,,,2022-12-02 11:57:27.978,3.09E-08,2.55E-08
,,,2022-12-02 11:57:28.652,3.5E-08,2.36E-08
,,,2022-12-02 11:57:29.312,3.44E-08,2.81E-08
,,,2022-12-02 11:57:29.978,3.06E-08,2.41E-08
,,,2022-12-02 11:57:30.645,9.9E+37,2.39E-08
,,,2022-12-02 11:57:31.310,3.02E-08,2.45E-08
,,,2022-12-02 11:57:31.962,3.19E-08,2.47E-08
,,,2022-12-02 11:57:32.617,3.16E-08,2.55E-08
,,,2022-12-02 11:57:33.270,3.23E-08,2.42E-08
,,,2022-12-02 11:57:33.920,3.16E-08,3.28E-08
